race_id,track_name_ri,pred_finish_ri,car_number_ri,driver,formatted_driver,driver_id
5555,Talladega Superspeedway,15,22,Joey Logano,Joey Logano,3859
5555,Talladega Superspeedway,16,1,Ross Chastain,Ross Chastain,4001
5555,Talladega Superspeedway,17,6,Brad Keselowski,Brad Keselowski,1816
5555,Talladega Superspeedway,18,34,Todd Gilliland,Todd Gilliland,4231
5555,Talladega Superspeedway,19,99,Daniel Suárez,Daniel Suárez,4113
5555,Talladega Superspeedway,20,7,Justin Haley,Justin Haley,4172
5555,Talladega Superspeedway,21,43,Erik Jones,Erik Jones,4059
5555,Talladega Superspeedway,22,54,Ty Gibbs,Ty Gibbs,4368
5555,Talladega Superspeedway,23,4,Noah Gragson,Noah Gragson,4224
5555,Talladega Superspeedway,24,71,Michael McDowell,Michael McDowell,3832
5555,Talladega Superspeedway,25,35,Riley Herbst,Riley Herbst,4269
5555,Talladega Superspeedway,26,21,Josh Berry,Josh Berry,4123
5555,Talladega Superspeedway,27,16,AJ Allmendinger,AJ Allmendinger,3774
5555,Talladega Superspeedway,28,77,Carson Hocevar,Carson Hocevar,4326
5555,Talladega Superspeedway,29,60,Ryan Preece,Ryan Preece,4070
5555,Talladega Superspeedway,30,3,Austin Dillon,Austin Dillon,3873
5555,Talladega Superspeedway,31,42,John Hunter Nemechek,John H. Nemechek,4092
5555,Talladega Superspeedway,32,10,Ty Dillon,Ty Dillon,4013
5555,Talladega Superspeedway,33,41,Cole Custer,Cole Custer,4104
5555,Talladega Superspeedway,34,88,Shane van Gisbergen,Shane van Gisbergen,4469
5555,Talladega Superspeedway,35,38,Zane Smith,Zane Smith,4272
5555,Talladega Superspeedway,36,51,Cody Ware,Cody Ware,4125
5555,Talladega Superspeedway,37,62,Anthony Alfredo,Anthony Alfredo,4301
5555,Talladega Superspeedway,38,78,BJ McLeod,BJ McLeod,3973
5555,Talladega Superspeedway,39,44,J.J. Yeley,JJ Yeley,3669
5557,Kansas Speedway,1,5,Kyle Larson,Kyle Larson,4030
5557,Kansas Speedway,2,24,William Byron,William Byron,4184
5557,Kansas Speedway,3,11,Denny Hamlin,Denny Hamlin,1361
5557,Kansas Speedway,4,9,Chase Elliott,Chase Elliott,4062
5557,Kansas Speedway,5,20,Christopher Bell,Christopher Bell,4153
5557,Kansas Speedway,6,48,Alex Bowman,Alex Bowman,4045
5557,Kansas Speedway,7,45,Tyler Reddick,Tyler Reddick,4065
5557,Kansas Speedway,8,17,Chris Buescher,Chris Buescher,3989
5557,Kansas Speedway,9,12,Ryan Blaney,Ryan Blaney,4023
5557,Kansas Speedway,10,1,Ross Chastain,Ross Chastain,4001
5557,Kansas Speedway,11,23,Bubba Wallace,Bubba Wallace,4025
5557,Kansas Speedway,12,22,Joey Logano,Joey Logano,3859
5557,Kansas Speedway,13,54,Ty Gibbs,Ty Gibbs,4368
5557,Kansas Speedway,14,99,Daniel Suárez,Daniel Suárez,4113
5557,Kansas Speedway,15,8,Kyle Busch,Kyle Busch,454
5557,Kansas Speedway,16,3,Austin Dillon,Austin Dillon,3873
5557,Kansas Speedway,17,2,Austin Cindric,Austin Cindric,4180
5557,Kansas Speedway,18,71,Michael McDowell,Michael McDowell,3832
5557,Kansas Speedway,19,77,Carson Hocevar,Carson Hocevar,4326
5557,Kansas Speedway,20,19,Chase Briscoe,Chase Briscoe,4228
5557,Kansas Speedway,21,6,Brad Keselowski,Brad Keselowski,1816
5557,Kansas Speedway,22,7,Justin Haley,Justin Haley,4172
5557,Kansas Speedway,23,16,AJ Allmendinger,AJ Allmendinger,3774
5557,Kansas Speedway,24,38,Zane Smith,Zane Smith,4272
5557,Kansas Speedway,25,4,Noah Gragson,Noah Gragson,4224
5557,Kansas Speedway,26,43,Erik Jones,Erik Jones,4059
5557,Kansas Speedway,27,21,Josh Berry,Josh Berry,4123
5557,Kansas Speedway,28,60,Ryan Preece,Ryan Preece,4070
5557,Kansas Speedway,29,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5557,Kansas Speedway,30,42,John Hunter Nemechek,John H. Nemechek,4092
5557,Kansas Speedway,31,10,Ty Dillon,Ty Dillon,4013
5557,Kansas Speedway,32,34,Todd Gilliland,Todd Gilliland,4231
5557,Kansas Speedway,33,41,Cole Custer,Cole Custer,4104
5557,Kansas Speedway,34,35,Riley Herbst,Riley Herbst,4269
5557,Kansas Speedway,35,51,Cody Ware,Cody Ware,4125
5557,Kansas Speedway,36,88,Shane van Gisbergen,Shane van Gisbergen,4469
5557,Kansas Speedway,37,33,Jesse Love,Jesse Love,4463
5557,Kansas Speedway,38,67,Corey Heim,Corey Heim,4387
5558,Darlington Raceway,1,24,William Byron,William Byron,4184
5558,Darlington Raceway,2,11,Denny Hamlin,Denny Hamlin,1361
5558,Darlington Raceway,3,5,Kyle Larson,Kyle Larson,4030
5558,Darlington Raceway,4,45,Tyler Reddick,Tyler Reddick,4065
5558,Darlington Raceway,5,23,Bubba Wallace,Bubba Wallace,4025
5558,Darlington Raceway,6,9,Chase Elliott,Chase Elliott,4062
5558,Darlington Raceway,7,20,Christopher Bell,Christopher Bell,4153
5558,Darlington Raceway,8,12,Ryan Blaney,Ryan Blaney,4023
5558,Darlington Raceway,9,6,Brad Keselowski,Brad Keselowski,1816
5558,Darlington Raceway,10,17,Chris Buescher,Chris Buescher,3989
5558,Darlington Raceway,11,8,Kyle Busch,Kyle Busch,454
5558,Darlington Raceway,12,60,Ryan Preece,Ryan Preece,4070
5558,Darlington Raceway,13,19,Chase Briscoe,Chase Briscoe,4228
5558,Darlington Raceway,14,48,Alex Bowman,Alex Bowman,4045
5558,Darlington Raceway,15,21,Josh Berry,Josh Berry,4123
5558,Darlington Raceway,16,22,Joey Logano,Joey Logano,3859
5558,Darlington Raceway,17,1,Ross Chastain,Ross Chastain,4001
5558,Darlington Raceway,18,2,Austin Cindric,Austin Cindric,4180
5558,Darlington Raceway,19,16,AJ Allmendinger,AJ Allmendinger,3774
5558,Darlington Raceway,20,54,Ty Gibbs,Ty Gibbs,4368
5558,Darlington Raceway,21,77,Carson Hocevar,Carson Hocevar,4326
5558,Darlington Raceway,22,4,Noah Gragson,Noah Gragson,4224
5558,Darlington Raceway,23,43,Erik Jones,Erik Jones,4059
5558,Darlington Raceway,24,3,Austin Dillon,Austin Dillon,3873
5558,Darlington Raceway,25,71,Michael McDowell,Michael McDowell,3832
5558,Darlington Raceway,26,7,Justin Haley,Justin Haley,4172
5558,Darlington Raceway,27,34,Todd Gilliland,Todd Gilliland,4231
5558,Darlington Raceway,28,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5558,Darlington Raceway,29,41,Cole Custer,Cole Custer,4104
5558,Darlington Raceway,30,38,Zane Smith,Zane Smith,4272
5558,Darlington Raceway,31,99,Daniel Suárez,Daniel Suárez,4113
5558,Darlington Raceway,32,42,John Hunter Nemechek,John H. Nemechek,4092
5558,Darlington Raceway,33,10,Ty Dillon,Ty Dillon,4013
5558,Darlington Raceway,34,88,Shane van Gisbergen,Shane van Gisbergen,4469
5558,Darlington Raceway,35,35,Riley Herbst,Riley Herbst,4269
5558,Darlington Raceway,36,51,Cody Ware,Cody Ware,4125
5558,Darlington Raceway,37,44,J.J. Yeley,JJ Yeley,3669
5558,Darlington Raceway,38,33,Austin Hill,Austin Hill,4133
5563,Charlotte Motor Speedway,1,5,Kyle Larson,Kyle Larson,4030
5563,Charlotte Motor Speedway,2,24,William Byron,William Byron,4184
5563,Charlotte Motor Speedway,3,45,Tyler Reddick,Tyler Reddick,4065
5563,Charlotte Motor Speedway,4,20,Christopher Bell,Christopher Bell,4153
5563,Charlotte Motor Speedway,5,48,Alex Bowman,Alex Bowman,4045
5563,Charlotte Motor Speedway,6,11,Denny Hamlin,Denny Hamlin,1361
5563,Charlotte Motor Speedway,7,9,Chase Elliott,Chase Elliott,4062
5563,Charlotte Motor Speedway,8,17,Chris Buescher,Chris Buescher,3989
5563,Charlotte Motor Speedway,9,12,Ryan Blaney,Ryan Blaney,4023
5563,Charlotte Motor Speedway,10,19,Chase Briscoe,Chase Briscoe,4228
5563,Charlotte Motor Speedway,11,22,Joey Logano,Joey Logano,3859
5563,Charlotte Motor Speedway,12,16,AJ Allmendinger,AJ Allmendinger,3774
5563,Charlotte Motor Speedway,13,1,Ross Chastain,Ross Chastain,4001
5563,Charlotte Motor Speedway,14,54,Ty Gibbs,Ty Gibbs,4368
5563,Charlotte Motor Speedway,15,21,Josh Berry,Josh Berry,4123
5563,Charlotte Motor Speedway,16,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5563,Charlotte Motor Speedway,17,23,Bubba Wallace,Bubba Wallace,4025
5563,Charlotte Motor Speedway,18,2,Austin Cindric,Austin Cindric,4180
5563,Charlotte Motor Speedway,19,8,Kyle Busch,Kyle Busch,454
5563,Charlotte Motor Speedway,20,71,Michael McDowell,Michael McDowell,3832
5563,Charlotte Motor Speedway,21,99,Daniel Suárez,Daniel Suárez,4113
5563,Charlotte Motor Speedway,22,6,Brad Keselowski,Brad Keselowski,1816
5563,Charlotte Motor Speedway,23,42,John Hunter Nemechek,John H. Nemechek,4092
5563,Charlotte Motor Speedway,24,4,Noah Gragson,Noah Gragson,4224
5563,Charlotte Motor Speedway,25,77,Carson Hocevar,Carson Hocevar,4326
5563,Charlotte Motor Speedway,26,3,Austin Dillon,Austin Dillon,3873
5563,Charlotte Motor Speedway,27,60,Ryan Preece,Ryan Preece,4070
5563,Charlotte Motor Speedway,28,38,Zane Smith,Zane Smith,4272
5563,Charlotte Motor Speedway,29,7,Justin Haley,Justin Haley,4172
5563,Charlotte Motor Speedway,30,43,Erik Jones,Erik Jones,4059
5563,Charlotte Motor Speedway,31,34,Todd Gilliland,Todd Gilliland,4231
5563,Charlotte Motor Speedway,32,10,Ty Dillon,Ty Dillon,4013
5563,Charlotte Motor Speedway,33,41,Cole Custer,Cole Custer,4104
5563,Charlotte Motor Speedway,34,88,Shane van Gisbergen,Shane van Gisbergen,4469
5563,Charlotte Motor Speedway,35,35,Riley Herbst,Riley Herbst,4269
5563,Charlotte Motor Speedway,36,51,Cody Ware,Cody Ware,4125
5563,Charlotte Motor Speedway,37,84,Jimmie Johnson,Jimmie Johnson,1717
5563,Charlotte Motor Speedway,38,87,Connor Zilisch,Connor Zilisch,4481
5563,Charlotte Motor Speedway,39,44,Derek Kraus,Derek Kraus,4297
5563,Charlotte Motor Speedway,40,66,Josh Bilicki,Josh Bilicki,4213
5565,Sonoma Raceway,1,5,Kyle Larson,Kyle Larson,4030
5565,Sonoma Raceway,2,88,Shane van Gisbergen,Shane van Gisbergen,4469
5565,Sonoma Raceway,3,20,Christopher Bell,Christopher Bell,4153
5565,Sonoma Raceway,4,16,AJ Allmendinger,AJ Allmendinger,3774
5565,Sonoma Raceway,5,45,Tyler Reddick,Tyler Reddick,4065
5565,Sonoma Raceway,6,9,Chase Elliott,Chase Elliott,4062
5565,Sonoma Raceway,7,1,Ross Chastain,Ross Chastain,4001
5565,Sonoma Raceway,8,24,William Byron,William Byron,4184
5565,Sonoma Raceway,9,17,Chris Buescher,Chris Buescher,3989
5565,Sonoma Raceway,10,54,Ty Gibbs,Ty Gibbs,4368
5565,Sonoma Raceway,11,12,Ryan Blaney,Ryan Blaney,4023
5565,Sonoma Raceway,12,8,Kyle Busch,Kyle Busch,454
5565,Sonoma Raceway,13,71,Michael McDowell,Michael McDowell,3832
5565,Sonoma Raceway,14,48,Alex Bowman,Alex Bowman,4045
5565,Sonoma Raceway,15,19,Chase Briscoe,Chase Briscoe,4228
5565,Sonoma Raceway,16,11,Denny Hamlin,Denny Hamlin,1361
5565,Sonoma Raceway,17,22,Joey Logano,Joey Logano,3859
5565,Sonoma Raceway,18,77,Carson Hocevar,Carson Hocevar,4326
5565,Sonoma Raceway,19,99,Daniel Suárez,Daniel Suárez,4113
5565,Sonoma Raceway,20,2,Austin Cindric,Austin Cindric,4180
5565,Sonoma Raceway,21,60,Ryan Preece,Ryan Preece,4070
5565,Sonoma Raceway,22,6,Brad Keselowski,Brad Keselowski,1816
5565,Sonoma Raceway,23,38,Zane Smith,Zane Smith,4272
5565,Sonoma Raceway,24,23,Bubba Wallace,Bubba Wallace,4025
5565,Sonoma Raceway,25,34,Todd Gilliland,Todd Gilliland,4231
5565,Sonoma Raceway,26,42,John Hunter Nemechek,John H. Nemechek,4092
5565,Sonoma Raceway,27,43,Erik Jones,Erik Jones,4059
5565,Sonoma Raceway,28,4,Noah Gragson,Noah Gragson,4224
5565,Sonoma Raceway,29,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5565,Sonoma Raceway,30,7,Justin Haley,Justin Haley,4172
5565,Sonoma Raceway,31,41,Cole Custer,Cole Custer,4104
5565,Sonoma Raceway,32,3,Austin Dillon,Austin Dillon,3873
5565,Sonoma Raceway,33,35,Riley Herbst,Riley Herbst,4269
5565,Sonoma Raceway,34,21,Josh Berry,Josh Berry,4123
5565,Sonoma Raceway,35,10,Ty Dillon,Ty Dillon,4013
5565,Sonoma Raceway,36,51,Cody Ware,Cody Ware,4125
5565,Sonoma Raceway,37,78,Katherine Legge,Katherine Legge,4284
5568,Nashville Superspeedway,1,11,Denny Hamlin,Denny Hamlin,1361
5568,Nashville Superspeedway,2,5,Kyle Larson,Kyle Larson,4030
5568,Nashville Superspeedway,3,20,Christopher Bell,Christopher Bell,4153
5568,Nashville Superspeedway,4,1,Ross Chastain,Ross Chastain,4001
5568,Nashville Superspeedway,5,24,William Byron,William Byron,4184
5568,Nashville Superspeedway,6,9,Chase Elliott,Chase Elliott,4062
5568,Nashville Superspeedway,7,45,Tyler Reddick,Tyler Reddick,4065
5568,Nashville Superspeedway,8,12,Ryan Blaney,Ryan Blaney,4023
5568,Nashville Superspeedway,9,22,Joey Logano,Joey Logano,3859
5568,Nashville Superspeedway,10,17,Chris Buescher,Chris Buescher,3989
5568,Nashville Superspeedway,11,54,Ty Gibbs,Ty Gibbs,4368
5568,Nashville Superspeedway,12,23,Bubba Wallace,Bubba Wallace,4025
5568,Nashville Superspeedway,13,19,Chase Briscoe,Chase Briscoe,4228
5568,Nashville Superspeedway,14,48,Alex Bowman,Alex Bowman,4045
5568,Nashville Superspeedway,15,16,AJ Allmendinger,AJ Allmendinger,3774
5568,Nashville Superspeedway,16,8,Kyle Busch,Kyle Busch,454
5568,Nashville Superspeedway,17,6,Brad Keselowski,Brad Keselowski,1816
5568,Nashville Superspeedway,18,60,Ryan Preece,Ryan Preece,4070
5568,Nashville Superspeedway,19,77,Carson Hocevar,Carson Hocevar,4326
5568,Nashville Superspeedway,20,43,Erik Jones,Erik Jones,4059
5568,Nashville Superspeedway,21,2,Austin Cindric,Austin Cindric,4180
5568,Nashville Superspeedway,22,71,Michael McDowell,Michael McDowell,3832
5568,Nashville Superspeedway,23,38,Zane Smith,Zane Smith,4272
5568,Nashville Superspeedway,24,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5568,Nashville Superspeedway,25,21,Josh Berry,Josh Berry,4123
5568,Nashville Superspeedway,26,4,Noah Gragson,Noah Gragson,4224
5568,Nashville Superspeedway,27,3,Austin Dillon,Austin Dillon,3873
5568,Nashville Superspeedway,28,7,Justin Haley,Justin Haley,4172
5568,Nashville Superspeedway,29,99,Daniel Suárez,Daniel Suárez,4113
5568,Nashville Superspeedway,30,67,Corey Heim,Corey Heim,4387
5568,Nashville Superspeedway,31,42,John Hunter Nemechek,John H. Nemechek,4092
5568,Nashville Superspeedway,32,34,Todd Gilliland,Todd Gilliland,4231
5568,Nashville Superspeedway,33,41,Cole Custer,Cole Custer,4104
5568,Nashville Superspeedway,34,10,Ty Dillon,Ty Dillon,4013
5568,Nashville Superspeedway,35,35,Riley Herbst,Riley Herbst,4269
5568,Nashville Superspeedway,36,51,Cody Ware,Cody Ware,4125
5568,Nashville Superspeedway,37,88,Shane van Gisbergen,Shane van Gisbergen,4469
5568,Nashville Superspeedway,38,44,J.J. Yeley,JJ Yeley,3669
5568,Nashville Superspeedway,39,66,Chad Finchum,Chad Finchum,4232
5569,Chicago Street Race,1,88,Shane van Gisbergen,Shane van Gisbergen,4469
5569,Chicago Street Race,2,5,Kyle Larson,Kyle Larson,4030
5569,Chicago Street Race,3,9,Chase Elliott,Chase Elliott,4062
5569,Chicago Street Race,4,20,Christopher Bell,Christopher Bell,4153
5569,Chicago Street Race,5,54,Ty Gibbs,Ty Gibbs,4368
5569,Chicago Street Race,6,71,Michael McDowell,Michael McDowell,3832
5569,Chicago Street Race,7,45,Tyler Reddick,Tyler Reddick,4065
5569,Chicago Street Race,8,24,William Byron,William Byron,4184
5569,Chicago Street Race,9,17,Chris Buescher,Chris Buescher,3989
5569,Chicago Street Race,10,16,AJ Allmendinger,AJ Allmendinger,3774
5569,Chicago Street Race,11,8,Kyle Busch,Kyle Busch,454
5569,Chicago Street Race,12,1,Ross Chastain,Ross Chastain,4001
5569,Chicago Street Race,13,12,Ryan Blaney,Ryan Blaney,4023
5569,Chicago Street Race,14,77,Carson Hocevar,Carson Hocevar,4326
5569,Chicago Street Race,15,22,Joey Logano,Joey Logano,3859
5569,Chicago Street Race,16,48,Alex Bowman,Alex Bowman,4045
5569,Chicago Street Race,17,19,Chase Briscoe,Chase Briscoe,4228
5569,Chicago Street Race,18,11,Denny Hamlin,Denny Hamlin,1361
5569,Chicago Street Race,19,2,Austin Cindric,Austin Cindric,4180
5569,Chicago Street Race,20,6,Brad Keselowski,Brad Keselowski,1816
5569,Chicago Street Race,21,99,Daniel Suárez,Daniel Suárez,4113
5569,Chicago Street Race,22,23,Bubba Wallace,Bubba Wallace,4025
5569,Chicago Street Race,23,34,Todd Gilliland,Todd Gilliland,4231
5569,Chicago Street Race,24,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5569,Chicago Street Race,25,60,Ryan Preece,Ryan Preece,4070
5569,Chicago Street Race,26,7,Justin Haley,Justin Haley,4172
5569,Chicago Street Race,27,38,Zane Smith,Zane Smith,4272
5569,Chicago Street Race,28,4,Noah Gragson,Noah Gragson,4224
5569,Chicago Street Race,29,35,Riley Herbst,Riley Herbst,4269
5569,Chicago Street Race,30,3,Austin Dillon,Austin Dillon,3873
5569,Chicago Street Race,31,43,Erik Jones,Erik Jones,4059
5569,Chicago Street Race,32,42,John Hunter Nemechek,John H. Nemechek,4092
5569,Chicago Street Race,33,33,Austin Hill,Austin Hill,4133
5569,Chicago Street Race,34,41,Cole Custer,Cole Custer,4104
5569,Chicago Street Race,35,21,Josh Berry,Josh Berry,4123
5569,Chicago Street Race,36,66,Josh Bilicki,Josh Bilicki,4213
5569,Chicago Street Race,37,10,Ty Dillon,Ty Dillon,4013
5569,Chicago Street Race,38,13,Will Brown,Will Brown,4492
5569,Chicago Street Race,39,51,Cody Ware,Cody Ware,4125
5569,Chicago Street Race,40,78,Katherine Legge,Katherine Legge,4284
5569,Chicago Street Race,41,67,Corey Heim,Corey Heim,4387
5570,Pocono Raceway,1,11,Denny Hamlin,Denny Hamlin,1361
5570,Pocono Raceway,2,45,Tyler Reddick,Tyler Reddick,4065
5570,Pocono Raceway,3,24,William Byron,William Byron,4184
5570,Pocono Raceway,4,5,Kyle Larson,Kyle Larson,4030
5570,Pocono Raceway,5,20,Christopher Bell,Christopher Bell,4153
5570,Pocono Raceway,6,9,Chase Elliott,Chase Elliott,4062
5570,Pocono Raceway,7,54,Ty Gibbs,Ty Gibbs,4368
5570,Pocono Raceway,8,12,Ryan Blaney,Ryan Blaney,4023
5570,Pocono Raceway,9,17,Chris Buescher,Chris Buescher,3989
5570,Pocono Raceway,10,23,Bubba Wallace,Bubba Wallace,4025
5570,Pocono Raceway,11,6,Brad Keselowski,Brad Keselowski,1816
5570,Pocono Raceway,12,22,Joey Logano,Joey Logano,3859
5570,Pocono Raceway,13,43,Erik Jones,Erik Jones,4059
5570,Pocono Raceway,14,19,Chase Briscoe,Chase Briscoe,4228
5570,Pocono Raceway,15,48,Alex Bowman,Alex Bowman,4045
5570,Pocono Raceway,16,77,Carson Hocevar,Carson Hocevar,4326
5570,Pocono Raceway,17,8,Kyle Busch,Kyle Busch,454
5570,Pocono Raceway,18,99,Daniel Suárez,Daniel Suárez,4113
5570,Pocono Raceway,19,1,Ross Chastain,Ross Chastain,4001
5570,Pocono Raceway,20,60,Ryan Preece,Ryan Preece,4070
5570,Pocono Raceway,21,2,Austin Cindric,Austin Cindric,4180
5570,Pocono Raceway,22,3,Austin Dillon,Austin Dillon,3873
5570,Pocono Raceway,23,71,Michael McDowell,Michael McDowell,3832
5570,Pocono Raceway,24,16,AJ Allmendinger,AJ Allmendinger,3774
5570,Pocono Raceway,25,42,John H. Nemechek,John H. Nemechek,4092
5570,Pocono Raceway,26,41,Cole Custer,Cole Custer,4104
5570,Pocono Raceway,27,4,Noah Gragson,Noah Gragson,4224
5570,Pocono Raceway,28,38,Zane Smith,Zane Smith,4272
5570,Pocono Raceway,29,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5570,Pocono Raceway,30,21,Josh Berry,Josh Berry,4123
5570,Pocono Raceway,31,7,Justin Haley,Justin Haley,4172
5570,Pocono Raceway,32,34,Todd Gilliland,Todd Gilliland,4231
5570,Pocono Raceway,33,10,Ty Dillon,Ty Dillon,4013
5570,Pocono Raceway,34,88,Shane van Gisbergen,Shane van Gisbergen,4469
5570,Pocono Raceway,35,35,Riley Herbst,Riley Herbst,4269
5570,Pocono Raceway,36,51,Cody Ware,Cody Ware,4125
5570,Pocono Raceway,37,44,Brennan Poole,Brennan Poole,4144
5573,Michigan International Speedway,1,11,Denny Hamlin,Denny Hamlin,1361
5573,Michigan International Speedway,2,24,William Byron,William Byron,4184
5573,Michigan International Speedway,3,5,Kyle Larson,Kyle Larson,4030
5573,Michigan International Speedway,4,17,Chris Buescher,Chris Buescher,3989
5573,Michigan International Speedway,5,9,Chase Elliott,Chase Elliott,4062
5573,Michigan International Speedway,6,12,Ryan Blaney,Ryan Blaney,4023
5573,Michigan International Speedway,7,54,Ty Gibbs,Ty Gibbs,4368
5573,Michigan International Speedway,8,45,Tyler Reddick,Tyler Reddick,4065
5573,Michigan International Speedway,9,23,Bubba Wallace,Bubba Wallace,4025
5573,Michigan International Speedway,10,20,Christopher Bell,Christopher Bell,4153
5573,Michigan International Speedway,11,22,Joey Logano,Joey Logano,3859
5573,Michigan International Speedway,12,1,Ross Chastain,Ross Chastain,4001
5573,Michigan International Speedway,13,19,Chase Briscoe,Chase Briscoe,4228
5573,Michigan International Speedway,14,77,Carson Hocevar,Carson Hocevar,4326
5573,Michigan International Speedway,15,8,Kyle Busch,Kyle Busch,454
5573,Michigan International Speedway,16,6,Brad Keselowski,Brad Keselowski,1816
5573,Michigan International Speedway,17,48,Alex Bowman,Alex Bowman,4045
5573,Michigan International Speedway,18,43,Erik Jones,Erik Jones,4059
5573,Michigan International Speedway,19,38,Zane Smith,Zane Smith,4272
5573,Michigan International Speedway,20,99,Daniel Suárez,Daniel Suárez,4113
5573,Michigan International Speedway,21,2,Austin Cindric,Austin Cindric,4180
5573,Michigan International Speedway,22,60,Ryan Preece,Ryan Preece,4070
5573,Michigan International Speedway,23,3,Austin Dillon,Austin Dillon,3873
5573,Michigan International Speedway,24,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5573,Michigan International Speedway,25,16,AJ Allmendinger,AJ Allmendinger,3774
5573,Michigan International Speedway,26,42,John H. Nemechek,John H. Nemechek,4092
5573,Michigan International Speedway,27,4,Noah Gragson,Noah Gragson,4224
5573,Michigan International Speedway,28,21,Josh Berry,Josh Berry,4123
5573,Michigan International Speedway,29,10,Ty Dillon,Ty Dillon,4013
5573,Michigan International Speedway,30,71,Michael McDowell,Michael McDowell,3832
5573,Michigan International Speedway,31,7,Justin Haley,Justin Haley,4172
5573,Michigan International Speedway,32,34,Todd Gilliland,Todd Gilliland,4231
5573,Michigan International Speedway,33,41,Cole Custer,Cole Custer,4104
5573,Michigan International Speedway,34,51,Cody Ware,Cody Ware,4125
5573,Michigan International Speedway,35,88,Shane van Gisbergen,Shane van Gisbergen,4469
5573,Michigan International Speedway,36,35,Riley Herbst,Riley Herbst,4269
5576,Atlanta Motor Speedway,1,12,Ryan Blaney,Ryan Blaney,4023
5576,Atlanta Motor Speedway,2,24,William Byron,William Byron,4184
5576,Atlanta Motor Speedway,3,2,Austin Cindric,Austin Cindric,4180
5576,Atlanta Motor Speedway,4,20,Christopher Bell,Christopher Bell,4153
5576,Atlanta Motor Speedway,5,9,Chase Elliott,Chase Elliott,4062
5576,Atlanta Motor Speedway,6,8,Kyle Busch,Kyle Busch,454
5576,Atlanta Motor Speedway,7,5,Kyle Larson,Kyle Larson,4030
5576,Atlanta Motor Speedway,8,22,Joey Logano,Joey Logano,3859
5576,Atlanta Motor Speedway,9,11,Denny Hamlin,Denny Hamlin,1361
5576,Atlanta Motor Speedway,10,1,Ross Chastain,Ross Chastain,4001
5576,Atlanta Motor Speedway,11,45,Tyler Reddick,Tyler Reddick,4065
5576,Atlanta Motor Speedway,12,47,Ricky Stenhouse Jr.,Ricky Stenhouse Jr,3888
5576,Atlanta Motor Speedway,13,23,Bubba Wallace,Bubba Wallace,4025
5576,Atlanta Motor Speedway,14,19,Chase Briscoe,Chase Briscoe,4228
5576,Atlanta Motor Speedway,15,17,Chris Buescher,Chris Buescher,3989
5576,Atlanta Motor Speedway,16,54,Ty Gibbs,Ty Gibbs,4368
5576,Atlanta Motor Speedway,17,48,Alex Bowman,Alex Bowman,4045
5576,Atlanta Motor Speedway,18,77,Carson Hocevar,Carson Hocevar,4326
5576,Atlanta Motor Speedway,19,99,Daniel Suárez,Daniel Suárez,4113
5576,Atlanta Motor Speedway,20,16,AJ Allmendinger,AJ Allmendinger,3774
5576,Atlanta Motor Speedway,21,71,Michael McDowell,Michael McDowell,3832
5576,Atlanta Motor Speedway,22,43,Erik Jones,Erik Jones,4059
5576,Atlanta Motor Speedway,23,60,Ryan Preece,Ryan Preece,4070
5576,Atlanta Motor Speedway,24,34,Todd Gilliland,Todd Gilliland,4231
5576,Atlanta Motor Speedway,25,6,Brad Keselowski,Brad Keselowski,1816
5576,Atlanta Motor Speedway,26,35,Riley Herbst,Riley Herbst,4269
5576,Atlanta Motor Speedway,27,7,Justin Haley,Justin Haley,4172
5576,Atlanta Motor Speedway,28,3,Austin Dillon,Austin Dillon,3873
5576,Atlanta Motor Speedway,29,42,John Hunter Nemechek,John H. Nemechek,4092
5576,Atlanta Motor Speedway,30,21,Josh Berry,Josh Berry,4123
5576,Atlanta Motor Speedway,31,4,Noah Gragson,Noah Gragson,4224
5576,Atlanta Motor Speedway,32,38,Zane Smith,Zane Smith,4272
5576,Atlanta Motor Speedway,33,41,Cole Custer,Cole Custer,4104
5576,Atlanta Motor Speedway,34,88,Shane van Gisbergen,Shane van Gisbergen,4469
5576,Atlanta Motor Speedway,35,10,Ty Dillon,Ty Dillon,4013
5576,Atlanta Motor Speedway,36,1,Corey LaJoie,Corey LaJoie,4096
5576,Atlanta Motor Speedway,37,51,Cody Ware,Cody Ware,4125
5576,Atlanta Motor Speedway,38,87,Connor Zilisch,Connor Zilisch,4481
5576,Atlanta Motor Speedway,39,78,BJ McLeod,BJ McLeod,3973
5576,Atlanta Motor Speedway,40,66,David Starr,David Starr,3170
5583,Homestead-Miami Speedway,1,24,William Byron,William Byron,4184
5583,Homestead-Miami Speedway,2,5,Kyle Larson,Kyle Larson,4030
5583,Homestead-Miami Speedway,3,20,Christopher Bell,Christopher Bell,4153
5583,Homestead-Miami Speedway,4,9,Chase Elliott,Chase Elliott,4062
5583,Homestead-Miami Speedway,5,12,Ryan Blaney,Ryan Blaney,4023
