race_id,stage_number,position,vehicle_number,driver_id,full_name,stage_points
5150,1,18,12,4023,Ryan Blaney,0
5150,1,19,19,3368,Martin Truex Jr.,0
5150,1,20,4,1416,Kevin Harvick,0
5150,1,21,21,4217,Harrison Burton #,0
5150,1,22,31,4172,Justin Haley,0
5150,1,23,34,3832,Michael McDowell,0
5150,1,24,7,4096,Corey LaJoie,0
5150,1,25,41,4104,Cole Custer,0
5150,1,26,77,4213,Josh Bilicki(i),0
5150,1,27,15,2674,David Ragan,0
5150,1,28,44,243,* Greg Biffle,0
5150,1,29,38,4231,Todd Gilliland #,0
5150,1,30,17,3989,Chris Buescher,0
5150,1,31,42,4013,Ty Dillon,0
5150,1,32,6,1816,Brad Keselowski,0
5150,1,33,14,4228,Chase Briscoe,0
5150,1,34,51,4125,Cody Ware,0
5150,1,35,78,3973,BJ McLeod,0
5150,1,36,1,4001,Ross Chastain,0
5150,1,37,16,4224,Noah Gragson(i),0
5150,2,1,12,4023,Ryan Blaney,10
5150,2,2,9,4062,Chase Elliott,9
5150,2,3,14,4228,Chase Briscoe,8
5150,2,4,10,40,Aric Almirola,7
5150,2,5,6,1816,Brad Keselowski,6
5150,2,6,99,4113,Daniel Suarez,5
5150,2,7,19,3368,Martin Truex Jr.,4
5150,2,8,23,4025,Bubba Wallace,3
5150,2,9,24,4184,William Byron,2
5150,2,10,1,4001,Ross Chastain,1
5150,2,11,17,3989,Chris Buescher,0
5150,2,12,5,4030,Kyle Larson,0
5150,2,13,11,1361,Denny Hamlin,0
5150,2,14,43,4059,Erik Jones,0
5150,2,15,31,4172,Justin Haley,0
5150,2,16,44,243,* Greg Biffle,0
5150,2,17,7,4096,Corey LaJoie,0
5150,2,18,51,4125,Cody Ware,0
5150,2,19,20,4153,Christopher Bell,0
5150,2,20,77,4213,Josh Bilicki(i),0
5150,2,21,22,3859,Joey Logano,0
5150,2,22,45,453,Kurt Busch,0
5150,2,23,4,1416,Kevin Harvick,0
5150,2,24,78,3973,BJ McLeod,0
5150,2,25,48,4045,Alex Bowman,0
5150,2,26,15,2674,David Ragan,0
5150,2,27,21,4217,Harrison Burton #,0
5150,2,28,34,3832,Michael McDowell,0
5150,2,29,38,4231,Todd Gilliland #,0
5150,2,30,8,4065,Tyler Reddick,0
5150,2,31,47,3888,Ricky Stenhouse Jr.,0
5150,2,32,2,4180,Austin Cindric #,0
5150,2,33,18,454,Kyle Busch,0
5150,2,34,41,4104,Cole Custer,0
5150,2,35,3,3873,Austin Dillon,0
5150,2,36,42,4013,Ty Dillon,0
5150,2,37,16,4224,Noah Gragson(i),0
5151,1,1,99,4113,Daniel Suarez,10
5151,1,2,12,4023,Ryan Blaney,9
5151,1,3,48,4045,Alex Bowman,8
5151,1,4,22,3859,Joey Logano,7
5151,1,5,5,4030,Kyle Larson,6
5151,1,6,31,4172,Justin Haley,5
5151,1,7,9,4062,Chase Elliott,4
5151,1,8,14,4228,Chase Briscoe,3
5151,1,9,21,4217,Harrison Burton #,2
5151,1,10,2,4180,Austin Cindric #,1
5151,1,11,8,4065,Tyler Reddick,0
5151,1,12,47,3888,Ricky Stenhouse Jr.,0
5151,1,13,1,4001,Ross Chastain,0
5151,1,14,41,4104,Cole Custer,0
5151,1,15,6,1816,Brad Keselowski,0
5151,1,16,77,4213,Josh Bilicki(i),0
5151,1,17,11,1361,Denny Hamlin,0
5151,1,18,20,4153,Christopher Bell,0
5151,1,19,16,3774,AJ Allmendinger(i),0
5151,1,20,23,4025,Bubba Wallace,0
5151,1,21,24,4184,William Byron,0
5151,1,22,45,453,Kurt Busch,0
5151,1,23,19,3368,Martin Truex Jr.,0
5151,1,24,17,3989,Chris Buescher,0
5151,1,25,43,4059,Erik Jones,0
5151,1,26,4,1416,Kevin Harvick,0
5151,1,27,3,3873,Austin Dillon,0
5151,1,28,10,40,Aric Almirola,0
5151,1,29,78,3816,Andy Lally(i),0
5151,1,30,18,454,Kyle Busch,0
5151,1,31,34,3832,Michael McDowell,0
5151,1,32,15,4413,Joey Hand,0
5151,1,33,38,4231,Todd Gilliland #,0
5151,1,34,42,4013,Ty Dillon,0
5151,1,35,7,4096,Corey LaJoie,0
5151,1,36,27,4339,* Loris Hezemans(i),0
5151,1,37,66,2883,* Boris Said,0
5151,1,38,51,4125,Cody Ware,0
5151,1,39,50,4191,* Kaz Grala(i),0
5151,2,1,11,1361,Denny Hamlin,10
5151,2,2,18,454,Kyle Busch,9
5151,2,3,22,3859,Joey Logano,8
5151,2,4,12,4023,Ryan Blaney,7
5151,2,5,10,40,Aric Almirola,6
5151,2,6,3,3873,Austin Dillon,5
5151,2,7,21,4217,Harrison Burton #,4
5151,2,8,1,4001,Ross Chastain,3
5151,2,9,2,4180,Austin Cindric #,2
5151,2,10,23,4025,Bubba Wallace,1
5151,2,11,42,4013,Ty Dillon,0
5151,2,12,47,3888,Ricky Stenhouse Jr.,0
5151,2,13,16,3774,AJ Allmendinger(i),0
5151,2,14,77,4213,Josh Bilicki(i),0
5151,2,15,24,4184,William Byron,0
5151,2,16,8,4065,Tyler Reddick,0
5151,2,17,50,4191,* Kaz Grala(i),0
5151,2,18,41,4104,Cole Custer,0
5151,2,19,45,453,Kurt Busch,0
5151,2,20,20,4153,Christopher Bell,0
5151,2,21,19,3368,Martin Truex Jr.,0
5151,2,22,43,4059,Erik Jones,0
5151,2,23,6,1816,Brad Keselowski,0
5151,2,24,48,4045,Alex Bowman,0
5151,2,25,9,4062,Chase Elliott,0
5151,2,26,14,4228,Chase Briscoe,0
5151,2,27,15,4413,Joey Hand,0
5151,2,28,5,4030,Kyle Larson,0
5151,2,29,31,4172,Justin Haley,0
5151,2,30,17,3989,Chris Buescher,0
5151,2,31,7,4096,Corey LaJoie,0
5151,2,32,38,4231,Todd Gilliland #,0
5151,2,33,4,1416,Kevin Harvick,0
5151,2,34,66,2883,* Boris Said,0
5151,2,35,51,4125,Cody Ware,0
5151,2,36,27,4339,* Loris Hezemans(i),0
5151,2,37,99,4113,Daniel Suarez,0
5151,2,38,34,3832,Michael McDowell,0
5151,2,39,78,3816,Andy Lally(i),0
5152,1,1,12,4023,Ryan Blaney,10
5152,1,2,24,4184,William Byron,9
5152,1,3,1,4001,Ross Chastain,8
5152,1,4,19,3368,Martin Truex Jr.,7
5152,1,5,18,454,Kyle Busch,6
5152,1,6,9,4062,Chase Elliott,5
5152,1,7,20,4153,Christopher Bell,4
5152,1,8,22,3859,Joey Logano,3
5152,1,9,6,1816,Brad Keselowski,2
5152,1,10,4,1416,Kevin Harvick,1
5152,1,11,11,1361,Denny Hamlin,0
5152,1,12,43,4059,Erik Jones,0
5152,1,13,8,4065,Tyler Reddick,0
5152,1,14,48,4045,Alex Bowman,0
5152,1,15,5,4030,Kyle Larson,0
5152,1,16,17,3989,Chris Buescher,0
5152,1,17,2,4180,Austin Cindric #,0
5152,1,18,10,40,Aric Almirola,0
5152,1,19,42,4013,Ty Dillon,0
5152,1,20,21,4217,Harrison Burton #,0
5152,1,21,47,3888,Ricky Stenhouse Jr.,0
5152,1,22,3,3873,Austin Dillon,0
5152,1,23,99,4113,Daniel Suarez,0
5152,1,24,14,4228,Chase Briscoe,0
5152,1,25,38,4231,Todd Gilliland #,0
5152,1,26,23,4025,Bubba Wallace,0
5152,1,27,31,4172,Justin Haley,0
5152,1,28,41,4104,Cole Custer,0
5152,1,29,51,4125,Cody Ware,0
5152,1,30,16,3774,AJ Allmendinger(i),0
5152,1,31,34,3832,Michael McDowell,0
5152,1,32,7,4096,Corey LaJoie,0
5152,1,33,77,3808,Landon Cassill(i),0
5152,1,34,15,3669,JJ Yeley(i),0
5152,1,35,78,3973,BJ McLeod,0
5152,1,36,44,243,* Greg Biffle,0
5152,1,37,45,453,Kurt Busch,0
5152,2,1,19,3368,Martin Truex Jr.,10
5152,2,2,20,4153,Christopher Bell,9
5152,2,3,1,4001,Ross Chastain,8
5152,2,4,22,3859,Joey Logano,7
5152,2,5,12,4023,Ryan Blaney,6
5152,2,6,9,4062,Chase Elliott,5
5152,2,7,4,1416,Kevin Harvick,4
5152,2,8,18,454,Kyle Busch,3
5152,2,9,5,4030,Kyle Larson,2
5152,2,10,6,1816,Brad Keselowski,1
5152,2,11,48,4045,Alex Bowman,0
5152,2,12,17,3989,Chris Buescher,0
5152,2,13,24,4184,William Byron,0
5152,2,14,11,1361,Denny Hamlin,0
5152,2,15,8,4065,Tyler Reddick,0
5152,2,16,21,4217,Harrison Burton #,0
5152,2,17,2,4180,Austin Cindric #,0
5152,2,18,99,4113,Daniel Suarez,0
5152,2,19,3,3873,Austin Dillon,0
5152,2,20,23,4025,Bubba Wallace,0
5152,2,21,42,4013,Ty Dillon,0
5152,2,22,14,4228,Chase Briscoe,0
5152,2,23,41,4104,Cole Custer,0
5152,2,24,10,40,Aric Almirola,0
5152,2,25,31,4172,Justin Haley,0
5152,2,26,43,4059,Erik Jones,0
5152,2,27,47,3888,Ricky Stenhouse Jr.,0
5152,2,28,38,4231,Todd Gilliland #,0
5152,2,29,16,3774,AJ Allmendinger(i),0
5152,2,30,34,3832,Michael McDowell,0
5152,2,31,7,4096,Corey LaJoie,0
5152,2,32,51,4125,Cody Ware,0
5152,2,33,15,3669,JJ Yeley(i),0
5152,2,34,77,3808,Landon Cassill(i),0
5152,2,35,78,3973,BJ McLeod,0
5152,2,36,45,453,Kurt Busch,0
5152,2,37,44,243,* Greg Biffle,0
5153,1,1,9,4062,Chase Elliott,10
5153,1,2,24,4184,William Byron,9
5153,1,3,41,4104,Cole Custer,8
5153,1,4,20,4153,Christopher Bell,7
5153,1,5,10,40,Aric Almirola,6
5153,1,6,4,1416,Kevin Harvick,5
5153,1,7,12,4023,Ryan Blaney,4
5153,1,8,22,3859,Joey Logano,3
5153,1,9,2,4180,Austin Cindric #,2
5153,1,10,45,453,Kurt Busch,1
5153,1,11,48,4045,Alex Bowman,0
5153,1,12,3,3873,Austin Dillon,0
5153,1,13,6,1816,Brad Keselowski,0
5153,1,14,5,4030,Kyle Larson,0
5153,1,15,23,4025,Bubba Wallace,0
5153,1,16,14,4228,Chase Briscoe,0
5153,1,17,17,3989,Chris Buescher,0
5153,1,18,1,4001,Ross Chastain,0
5153,1,19,18,454,Kyle Busch,0
5153,1,20,19,3368,Martin Truex Jr.,0
5153,1,21,8,4065,Tyler Reddick,0
5153,1,22,38,4231,Todd Gilliland #,0
5153,1,23,34,3832,Michael McDowell,0
5153,1,24,11,1361,Denny Hamlin,0
5153,1,25,99,4113,Daniel Suarez,0
5153,1,26,43,4059,Erik Jones,0
5153,1,27,47,3888,Ricky Stenhouse Jr.,0
5153,1,28,42,4013,Ty Dillon,0
5153,1,29,21,4217,Harrison Burton #,0
5153,1,30,31,4172,Justin Haley,0
5153,1,31,7,4096,Corey LaJoie,0
5153,1,32,16,3774,AJ Allmendinger(i),0
5153,1,33,51,4125,Cody Ware,0
5153,1,34,15,3669,JJ Yeley(i),0
5153,1,35,77,4213,Josh Bilicki(i),0
5153,1,36,78,3973,BJ McLeod,0
5153,2,1,9,4062,Chase Elliott,10
5153,2,2,24,4184,William Byron,9
5153,2,3,22,3859,Joey Logano,8
5153,2,4,12,4023,Ryan Blaney,7
5153,2,5,41,4104,Cole Custer,6
5153,2,6,3,3873,Austin Dillon,5
5153,2,7,10,40,Aric Almirola,4
5153,2,8,2,4180,Austin Cindric #,3
5153,2,9,20,4153,Christopher Bell,2
5153,2,10,4,1416,Kevin Harvick,1
5153,2,11,5,4030,Kyle Larson,0
5153,2,12,45,453,Kurt Busch,0
5153,2,13,1,4001,Ross Chastain,0
5153,2,14,48,4045,Alex Bowman,0
5153,2,15,14,4228,Chase Briscoe,0
5153,2,16,19,3368,Martin Truex Jr.,0
5153,2,17,17,3989,Chris Buescher,0
5153,2,18,8,4065,Tyler Reddick,0
5153,2,19,18,454,Kyle Busch,0
5153,2,20,6,1816,Brad Keselowski,0
5153,2,21,23,4025,Bubba Wallace,0
5153,2,22,38,4231,Todd Gilliland #,0
5153,2,23,34,3832,Michael McDowell,0
5153,2,24,43,4059,Erik Jones,0
5153,2,25,47,3888,Ricky Stenhouse Jr.,0
5153,2,26,11,1361,Denny Hamlin,0
5153,2,27,21,4217,Harrison Burton #,0
5153,2,28,99,4113,Daniel Suarez,0
5153,2,29,16,3774,AJ Allmendinger(i),0
5153,2,30,42,4013,Ty Dillon,0
5153,2,31,7,4096,Corey LaJoie,0
5153,2,32,31,4172,Justin Haley,0
5153,2,33,51,4125,Cody Ware,0
5153,2,34,15,3669,JJ Yeley(i),0
5153,2,35,77,4213,Josh Bilicki(i),0
5153,2,36,78,3973,BJ McLeod,0
5154,1,1,5,4030,Kyle Larson,10
5154,1,2,42,4013,Ty Dillon,9
5154,1,3,20,4153,Christopher Bell,8
5154,1,4,3,3873,Austin Dillon,7
5154,1,5,18,454,Kyle Busch,6
5154,1,6,48,4045,Alex Bowman,5
5154,1,7,22,3859,Joey Logano,4
5154,1,8,8,4065,Tyler Reddick,3
5154,1,9,12,4023,Ryan Blaney,2
5154,1,10,47,3888,Ricky Stenhouse Jr.,1
5154,1,11,17,3989,Chris Buescher,0
5154,1,12,9,4062,Chase Elliott,0
5154,1,13,45,453,Kurt Busch,0
5154,1,14,31,4172,Justin Haley,0
5154,1,15,34,3832,Michael McDowell,0
5154,1,16,24,4184,William Byron,0
5154,1,17,6,1816,Brad Keselowski,0
5154,1,18,38,4231,Todd Gilliland #,0
5154,1,19,23,4025,Bubba Wallace,0
5154,1,20,11,1361,Denny Hamlin,0
5154,1,21,15,3669,JJ Yeley(i),0
