race_id,driver_id,Pos,No.,Name,Sponsor,Best Tm,Best Speed,In Lap,Laps,Diff
37,105,5,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,53.193,180.024,6,,0.051
37,110,6,25,Jake Finch,Phoenix Toyota,53.313,179.618,5,,0.171
37,155,7,55,Isabella Robusto,Mobil 1 Toyota,53.441,179.188,5,,0.299
37,108,8,70,Amber Balcaen,ICON Direct/AskAmber.io Toyota,53.46,179.125,5,,0.318
37,267,9,30,Garrett Mitchell,Kenetix Ford,53.498,178.997,5,,0.356
37,113,10,62,Steve Lewis Jr.,SmartGrid Integrations/Michael Waltrip Brewing Chevrolet,53.512,178.951,5,,0.37
37,104,11,27,Tim Richmond,Immigration Law Center Toyota,53.831,177.89,6,,0.689
37,149,12,9,Cody Dennison,AON Water Technology Toyota,53.838,177.867,6,,0.696
37,125,13,11,Bryce Haugeberg,NDSU/Brenco Toyota,53.839,177.864,6,,0.697
37,145,14,88,A.J. Moyer,Rivers Edge Cottages & RV Park /AmpereEV.com Chevrolet,53.85,177.827,6,,0.708
37,280,15,23,Spencer Gallagher,Allegiant/Sigma Performance Services Chevrolet,53.952,177.491,6,,0.81
37,230,16,76,Kole Raz,Cyclum Nextgen Travel Centers Ford,53.956,177.478,6,,0.814
37,120,17,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,54.056,177.15,6,,0.914
37,122,18,67,Ryan Roulette,VFW Ford,54.277,176.428,6,,1.135
37,269,19,46,Thad Moffitt,Induction Innovations Toyota,54.279,176.422,6,,1.137
37,140,20,7,Eric Caudell,Eufaula Family Chiropractic-Coble Enterprises-CCM Toyota,54.285,176.402,6,,1.143
37,126,21,68,Scott Melton,Melton McFadden Insurance Agency/Donnas Donuts Ford,54.411,175.994,4,,1.269
37,143,22,75,Bryan Dauzat,O.B. Builders Inc Chevrolet,54.504,175.694,3,,1.362
37,186,23,20,Lawless Alan,AUTOParkit Toyota,54.531,175.607,3,,1.389
37,115,24,36,Ryan Huff,Commonwealth Equipment Ford,54.583,175.439,2,,1.441
37,266,25,69,Nolan Wilson,Nucleus Events/Knight Operations Ford,54.742,174.93,2,,1.6
37,134,26,93,Caleb Costner,The Officer Tatum/Shinergy Chevrolet,55.291,173.193,5,,2.149
37,202,27,12,Matt Kemp,ELHDetailing.com Ford,55.307,173.143,2,,2.165
37,119,28,57,Hunter Deshautelle,O.B. Builders Inc Chevrolet,55.716,171.872,2,,2.574
37,107,29,3,Alex Clubb,Yavapai Bottle Gas/Race Parts Liquidators Ford,57.064,167.812,4,,3.922
37,146,30,86,Becca Monopoli,Baptist Health Ford,58.348,164.119,2,,5.206
37,177,31,0,Ben Peterson*,AUBURN Athletics Ford,59.285,161.525,4,,6.143
37,121,32,48,Brad Smith,Gary’s Speed Shop Ford,61,156.886,2,,7.896
37,148,33,98,Dale Shearer,Shearer Speed Toyota,61.8,154.906,3,,8.676
37,141,34,6,Brayton Laster,Peterson Motorsports Chevrolet,62.4,153.479,2,,9.251
38,150,1,18,William Sawalich,Starkey Toyota,31.055,173.885,4,18,0
38,261,2,28,Brenden Queen,bestrepair.net Chevrolet,31.22,172.966,14,14,0.165
38,274,3,17,Patrick Staropoli,131 MotorSports Park Toyota,31.347,172.265,1,19,0.292
38,192,4,25,Mason Mitchell,Pro-Seed USA Toyota,31.354,172.227,9,9,0.299
38,109,5,73,Andy Jankowiak,Klas Motorsports Ford,31.419,171.871,2,25,0.364
38,186,6,20,Lawless Alan,AUTOParkit Toyota,31.493,171.467,21,21,0.438
38,114,7,6,Lavar Scott,Max Siegel Inc Chevrolet,31.599,170.891,1,13,0.544
38,155,8,55,Isabella Robusto,Mobil 1 Toyota,31.622,170.767,20,20,0.567
38,282,9,2,Lanie Buice,Max Siegel Inc Chevrolet,31.728,170.197,17,17,0.673
38,188,10,68,Will Kimmel,Kimmel Racing Ford,31.787,169.881,14,14,0.732
38,105,11,97,Jason Kitzmiller,A.L.L. Construction Chevrolet,31.859,169.497,1,1,0.804
38,269,12,46,Thad Moffitt,Nitro Motorsports Toyota,31.866,169.46,16,16,0.811
38,280,13,23,Spencer Gallagher,SPS Chevrolet,31.945,169.041,3,15,0.89
38,279,14,67,Ryan Vargas,Maples Motorsports Chevrolet,32.531,165.996,1,13,1.476
38,201,15,31,Tim Goulet,Rick Havenridge Principal Financial Toyota,33.718,160.152,4,7,2.663
38,120,16,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,34.042,158.628,4,16,2.987
38,283,17,69,Miguel Gomes*,Simthunder Ford,34.202,157.886,13,13,3.147
38,202,18,12,Matt Kemp*,ELHDetailing.com/Fathom Realty,35.136,153.689,3,4,4.081
38,141,19,6,Brayton Laster,Peterson Motorsports Chevrolet,35.599,151.69,12,12,4.544
38,184,20,11,Mike Basham,Double H Ranch Ford,36.031,149.871,3,4,4.976
38,194,21,9,Presley Sorah*,Health Market/Newtz Auto Services Ford,36.179,149.258,2,2,5.124
38,187,22,0,Kevin Hinckle,Peterson Motorsports Chevrolet,36.956,146.12,2,5,5.901
38,121,23,48,Brad Smith,Gary’s Speed Shop Ford,40.506,133.314,2,2,9.451
38,196,24,10,Nate Moeller,FastTrackRacing.com Toyota,42.037,128.458,3,3,10.982
39,188,1,69,Will Kimmel,,30.732,175.713,,,0
39,261,2,28,Brenden Queen,,30.838,175.109,,,0.106
39,150,3,18,William Sawalich,,31.085,173.717,,,0.353
39,186,4,20,Lawless Alan,,31.188,173.144,,,0.456
39,274,5,25,Patrick Staropoli,,31.203,173.06,,,0.471
39,284,6,82,Austin Green,,31.269,172.695,,,0.537
39,152,7,97,Grant Enfinger,,31.471,171.587,,,0.739
39,114,8,6,Lavar Scott,,31.613,170.816,,,0.881
39,269,9,46,Thad Moffitt,,31.654,170.595,,,0.922
39,109,10,73,Andy Jankowiak,,31.703,170.331,,,0.971
39,267,11,30,Garrett Mitchell*,,31.706,170.315,,,0.974
39,230,12,76,Kole Raz*,,31.999,168.755,,,1.267
39,197,13,40,Andrew Patterson*,,32.087,168.292,,,1.355
39,155,14,55,Isabella Robusto,,32.157,167.926,,,1.425
39,280,15,23,Spencer Gallagher,,32.216,167.619,,,1.484
39,135,16,7,Jeff Scofield*,,32.425,166.538,,,1.693
39,278,17,10,Tony Cosentino,,32.752,164.875,,,2.02
39,282,18,2,Lanie Buice*,,32.821,164.529,,,2.089
39,104,19,27,Tim Richmond,,33.396,161.696,,,2.664
39,115,20,36,Ryan Huff,,34.253,157.65,,,3.521
39,141,21,6,Brayton Laster,,34.755,155.373,,,4.023
39,143,22,57,Bryan Dauzat,,35.287,153.031,,,4.555
39,202,23,12,Matt Kemp,,35.473,152.228,,,4.741
39,107,24,3,Alex Clubb,,36.824,146.643,,,6.092
39,248,25,31,Rick Goodale*,,37.236,145.021,,,6.504
39,120,26,99,Michael Maples,,37.468,144.123,,,6.736
39,184,27,11,Mike Basham,,38.604,139.882,,,7.872
39,121,28,48,Brad Smith,,38.642,139.744,,,7.91
39,105,29,79,Jason Kitzmiller,,39.075,138.196,,,8.343
39,175,30,86,Casey Carden*,,39.592,136.391,,,8.86
39,196,31,9,Nate Moeller,,41.722,129.428,,,10.99
40,261,1,28,Brenden Queen*,BRC Chevrolet,38.96,184.805,14,19,0
40,186,2,20,Lawless Alan,AUTOChargeIt Toyota,39.258,183.402,19,26,0.298
40,114,3,6,Lavar Scott,Max Siegel Inc Chevrolet,39.363,182.913,16,16,0.403
40,151,4,18,Gio Ruggiero,First Auto Group Toyota,39.555,182.025,21,25,0.595
40,285,5,25,Corey Heim,Phoenix Toyota,39.633,181.667,11,15,0.673
40,109,6,73,Andy Jankowiak,KLAS Motorsports Toyota,39.643,181.621,15,15,0.683
40,230,7,76,Kole Raz*,Cyclum Nextgen Travel Centers Ford,39.758,181.096,14,24,0.798
40,105,8,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,39.842,180.714,20,20,0.882
40,157,9,23,Tyler Reif,Vegas Fastener/Sigma Performance Chevrolet,39.875,180.564,18,25,0.915
40,269,10,46,Thad Moffitt,Induction Innovations Toyota,39.897,180.465,14,15,0.937
40,155,11,55,Isabella Robusto*,Yahoo Toyota,40.371,178.346,6,6,1.411
40,286,12,2,Eloy Falcon*,Max Siegel Inc Chevrolet,40.943,175.854,13,14,1.983
40,288,13,68,Regina Sirvent*,Por Amor A Puebla Ford,41.103,175.17,14,16,2.143
40,289,14,31,Derek White,risemotorsports.com Toyota,41.734,172.521,17,19,2.774
40,287,15,11,Morgen Baird,Founders Brewing Company/Rave Associates Ford,41.785,172.311,6,11,2.825
40,210,16,65,Jeffery MacZink,Syncon Perf Flooring/Parway Svcs/Innovative Fluids Toyota,42.175,170.717,6,10,3.215
40,278,17,10,Tony Cosentino,Freedom Pool Serice Toyota,42.206,170.592,3,3,3.246
40,122,18,67,Ryan Roulette,VFW Ford,42.241,170.451,10,10,3.281
40,134,19,93,Caleb Costner,Fischer Insurance/Auto-Owners Insurance Chevrolet,42.289,170.257,20,23,3.329
40,141,20,6,Brayton Laster,Peterson Motorsports Toyota,42.475,169.511,7,9,3.515
40,120,21,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,43.268,166.405,6,14,4.308
40,202,22,9,Matt Kemp,ELHDetailing.com Toyota,43.503,165.506,2,3,4.543
40,184,23,12,Mike Basham,Double H Ranch/Fast Track Racing Ford,45.453,158.405,3,3,6.493
40,290,24,86,Jeff Maconi*,Maconi Setup Shop/Chasity Tucker Realty/4k mtrspt Ford,46.941,153.384,3,4,7.981
40,107,25,3,Alex Clubb,Race Parts Liquidators/Drop the Hammer Auctions Ford,48.42,148.699,2,4,9.46
40,196,26,0,Nate Moeller,Peterson Motorsports Ford,58.164,123.788,1,2,19.204
41,291,1,18,Max Reaves,Cook Out Toyota,16.911,93.241,52,,0
41,155,2,55,Isabella Robusto,Yahoo Toyota,17.063,92.41,55,,0.152
41,186,3,20,Lawless Alan,AUTOChargeit Toyota,17.108,92.167,51,,0.197
41,273,4,70,Treyten Lapcevich,Nitro Motorsports Toyota,17.227,91.531,3,,0.316
41,261,5,28,Brenden Queen,BRC Chevrolet,17.355,90.856,9,,0.444
41,114,6,6,Lavar Scott,Max Siegel Inc Chevrolet,17.569,89.749,7,,0.658
41,278,7,11,Tony Cosentino,Universal Technical Institute Ford,17.589,89.647,24,,0.678
41,192,8,25,Mason Mitchell,Pro-Seed USA Toyotal,17.621,89.484,10,,0.71
41,105,9,97,Jason Kitzmiller,A.L.L. Construction Chevrolet,17.797,88.599,16,,0.886
41,127,10,3,Willie Mullins,DP Customer Truck & Chrome Toyota,17.957,87.81,14,,1.046
41,202,11,10,Matt Kemp,ELHDetailing.com/CIS Agency Ford,18.261,86.348,10,,1.35
41,107,12,3,Alex Clubb,Racin’ with Mason Ford,18.598,84.783,7,,1.687
41,146,13,85,Becca Monopoli,Orlando Health Ford,18.654,84.529,14,,1.743
41,201,14,31,Tim Goulet,RochelleBradley.com Toyota,19.023,82.889,9,,2.112
41,141,15,6,Brayton Laster,Peterson Motorsports Ford,19.135,82.404,17,,2.224
41,133,16,67,Mandy Chick,Maples Motorsports Chevrolet,19.135,82.404,2,,2.224
41,121,17,48,Brad Smith,Gary’s Speed Shop Ford,19.145,82.361,19,,2.234
41,120,18,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,19.335,81.552,3,,2.424
41,293,19,5,Michael Clayton,City Garage Ford,20.718,76.108,5,,3.807
41,148,20,98,Dale Shearer,Shearer Speed Toyota,21.354,73.841,15,,4.443
41,294,21,12,Trevor Ward,Double H Ranch Ford,21.493,73.363,4,,4.582
41,292,22,9,Don Thompson,FastTrackRacing.com Toyota,21.755,72.48,13,,4.844
41,295,23,1,Jeff Smith,Gary’s Speed Shop Ford,22.793,69.179,7,,5.882
42,291,1,18,Max Reaves,Cook Out Toyota,14.755,91.494,54,55,0
42,261,2,28,Brenden Queen,BRC Chevrolet,14.876,90.75,9,44,0.121
42,186,3,20,Lawless Alan,AUTOParkit Toyota,14.919,90.489,48,48,0.164
42,155,4,55,Isabella Robusto,YAHOO! Toyota,14.93,90.422,59,59,0.175
42,105,5,97,Jason Kitzmiller,A.L.L Construction/Carter Cat Chevrolet,15.069,89.588,5,42,0.314
42,114,6,6,Lavar Scott,Max Siegel Inc. Chevrolet,15.101,89.398,21,44,0.346
42,296,7,25,Ty Fredrickson,Venturini Motorsports Toyota,15.116,89.309,54,54,0.361
42,211,8,70,Taylor Reimer,BuzzBallz Toyota,15.205,88.787,10,63,0.45
42,127,9,3,Willie Mullins,CW Metals/Crow Wing Recycling Toyota,15.253,88.507,10,49,0.498
42,125,10,11,Bryce Haugeberg,NDSU/Brenco Ford,15.495,87.125,35,36,0.74
42,298,11,10,Tony Musolino,AGNT Media/Eastern Atlantic States Carpenters Toyota,15.636,86.339,5,44,0.881
42,146,12,85,Becca Monopoli,Orlando Health Ford,15.761,85.654,6,32,1.006
42,202,13,9,Matt Kemp,ELHDetailing.com Ford,15.913,84.836,9,15,1.158
42,141,14,6,Brayton Laster,Peterson Motorsports Ford,16.011,84.317,13,13,1.256
42,294,15,12,Trevor Ward,FastTrackRacing.com Toyota,16.014,84.301,4,8,1.259
42,121,16,48,Brad Smith,Gary’s Speed Shop Ford,16.102,83.841,7,27,1.347
42,299,17,7,Kadence Davenport,Davenport Concrete Chevrolet,16.156,83.56,21,48,1.401
42,120,18,99,Michael Maples,Don Ray Petroleaum LLC/ Maples Motorsports Chevrolet,16.371,82.463,6,39,1.616
42,293,19,5,Michael Clayton,City Garage Ford,16.488,81.878,12,16,1.733
42,107,20,3,Alex Clubb,Race Parts Liquidators/Drop the Hammer Auctions Ford,16.534,81.65,14,21,1.779
42,300,21,67,Casey Budd,Maples Motorsports Chevrolet,16.676,80.955,12,20,1.921
42,297,22,31,Quinn Davis,BullSnot! Toyota,16.757,80.563,44,57,2.002
42,208,23,86,Brian Clubb,CRI Ford,16.883,79.962,5,5,2.128
42,148,24,98,Dale Shearer,Shearer Speed Toyota,17.034,79.253,8,8,2.279
43,182,1,18,Brent Crews,Mobil 1 Toyota,54.482,97.662,2,24,0
43,186,2,20,Lawless Alan,AUTOParkIt Toyota,54.55,97.54,30,30,0.068
43,301,3,25,Alon Day,JSSI Toyota,54.612,97.429,26,27,0.13
43,101,4,70,Thomas Annunziata,Nitro Motorsports Toyota,54.917,96.888,5,22,0.435
43,261,5,28,Brenden Queen*,BRC Chevrolet,55.563,95.762,7,30,1.081
43,155,6,55,Isabella Robusto*,Yahoo Toyota,55.597,95.703,27,28,1.115
43,217,7,29,Ryan Gemmell*,TC3 Turf/Multibuilding Inc Toyota,55.619,95.665,9,23,1.137
43,114,8,6,Lavar Scott,Max Siegel Inc Chevrolet,56.259,94.577,4,23,1.777
43,132,9,4,Dale Quarterley,Van Dyk Recycling Solutions Chevrolet,56.38,94.374,25,29,1.898
43,304,10,73,Glen Reen*,New Wave Home Chevrolet,56.567,94.062,18,21,2.085
43,302,11,3,Jeff Anton,Squid Decals/Deer Park Recycling Chevrolet,56.652,93.921,15,32,2.17
43,105,12,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,57.169,93.071,30,38,2.687
43,184,13,11,Mike Basham,Universal Technical Institute Toyota,62.3,85.443,7,8,7.791
43,139,14,10,Ed Pompa,HYTORC of New York/Double H Ranch Toyota,64.4,82.656,15,22,9.891
43,303,15,34,Corey Aiken*,Connors Brothers Industries LLC. Ford,64.9,81.996,5,10,10.409
43,141,16,6,Brayton Laster*,Peterson Motorsports Chevrolet,65,81.896,5,8,10.488
43,120,17,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,65.8,80.922,25,30,11.27
43,201,18,31,Tim Goulet*,Risemotorsports.com Toyota,66,80.643,9,31,11.498
43,294,19,12,Trevor Ward*,FastTrackRacing.com Toyota,68.1,78.092,1,2,13.653
43,214,20,67,Austin Vaughn*,Maples Motorsports Chevrolet,70.2,75.751,3,3,15.759
43,107,21,3,Alex Clubb,Race Parts Liquidators/Drop the Hammer Auctions Ford,71.4,74.561,2,2,16.88
43,196,22,9,Nate Moeller,FastTrackRacing.com Ford,73.2,72.64,2,2,18.767
43,290,23,86,Jeff Maconi*,Race Part Liquidators/Drop the Hammer Auctions Ford,74.5,71.407,1,2,20.032
43,121,24,48,Brad Smith,Gary’s Speed Shop Ford,83.2,63.967,1,1,28.698
44,182,1,18,Brent Crews*,JBL,22.878,157.356,27,28,0
44,261,2,28,Brenden Queen*,BRC,22.881,157.336,26,27,0.003
44,186,3,20,Lawless Alan,AUTOParkIt,23.231,154.965,39,39,0.353
44,305,4,70,Camden Murphy*,Dreamer,23.288,154.586,27,27,0.41
44,110,5,25,Jake Finch,Phoenix,23.386,153.938,24,24,0.508
44,155,6,55,Isabella Robusto*,Mobil 1,23.467,153.407,25,26,0.589
44,114,7,6,Lavar Scott,Max Siegel Inc,23.78,151.388,3,17,0.902
44,157,8,23,Tyler Reif,Vegas Fastener/Sigma Performance Services,23.792,151.311,6,6,0.914
44,306,9,79,Isaac Kitzmiller*,A.L.L Construction/Carter Cat,23.959,150.257,31,39,1.081
44,205,10,56,Timmy Hill,Hill Motorsports,24.029,149.819,5,14,1.151
44,105,11,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat,24.117,149.272,7,37,1.239
44,197,12,40,Andrew Patterson*,Win Supply/SCS Gear Box,24.191,148.816,6,22,1.313
44,122,13,67,Ryan Roulette,VFW,25.031,143.822,19,20,2.153
44,229,14,9,Blaine Donahue*,Vatland Automotive/Universal Tech Institute,25.22,142.744,11,11,2.342
44,180,15,11,Zachary Tinkle,Racing for Rescues/Fast Track Racing,25.907,138.959,3,3,3.029
44,278,16,10,Tony Cosentino,Double H Ranch,26.047,138.212,5,6,3.169
44,144,17,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing,26.064,138.122,19,20,3.186
44,202,18,1,Matt Kemp*,ECHDetailing.com,26.184,137.489,3,3,3.306
44,214,19,34,Austin Vaughn*,Safford Trading Company,26.428,136.219,25,30,3.55
44,141,20,6,Brayton Laster*,PeerlessPump.com,26.975,133.457,6,8,4.097
44,120,21,99,Michael Maples,Don Ray Petroleum/Maples Motorsports,27.081,132.935,14,15,4.203
44,121,22,48,Brad Smith,Gary’s Speed Shop,27.877,129.139,14,18,4.999
44,303,23,86,Corey Aiken*,Clubb Racing,29.775,120.907,9,9,6.897
44,107,24,3,Alex Clubb,Race Parts Liquidators,30.21,119.166,6,8,7.332
45,261,1,28,Brenden Queen*,BRC Chevrolet,23.047,107.155,2,14,0
45,153,2,82,Connor Mosack,WTC/Friends of Jaclyn Chevrolet,23.061,107.09,2,10,0.014
45,182,3,18,Brent Crews*,JBL Toyota,23.166,106.605,1,15,0.119
45,114,4,6,Lavar Scott,Max Siegel Inc. Chevrolet,23.251,106.215,7,15,0.204
45,155,5,55,Isabella Robusto*,Mobil 1 Toyota,23.442,105.349,2,12,0.395
45,306,6,79,Isaac Kitzmiller*,A.L.L Construction/Carter Cat Chevrolet,23.472,105.215,2,18,0.425
45,105,7,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,23.502,105.08,3,24,0.455
45,186,8,20,Lawless Alan,AUTOParkIt Toyota,23.585,104.711,5,18,0.538
45,157,9,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,23.668,104.343,3,11,0.621
45,269,10,46,Thad Moffitt,Induction Innovations Toyota,23.689,104.251,3,16,0.642
45,282,11,2,Lanie Buice*,Max Siegel Inc Chevrolet,23.716,104.132,6,17,0.669
45,225,12,95,Hunter Wright*,VisitWilcoTN.com/Cedar City RV Toyota,23.716,104.132,3,9,0.669
45,192,13,25,Mason Mitchell,Pro-Seed Toyota,23.725,104.093,1,12,0.678
45,307,14,70,Sam Corry*,Nitro Motorsports Toyota,23.795,103.787,7,22,0.748
45,197,15,40,Andrew Patterson*,Carrier/Habegger/Support the Trades Chevrolet,23.839,103.595,2,11,0.792
45,278,16,10,Tony Cosentino,NASCAR Technical Institute/Fast Track Racing Ford,23.961,103.067,7,22,0.914
45,180,17,11,Zachary Tinkle,Racing for Rescues/Fast Track Racing Toyota,23.98,102.986,7,12,0.933
45,144,18,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing Toyota,24.028,102.78,2,10,0.981
45,204,19,96,Jackson McLerran*,JSJ Construction/ARYLCO LLC/StuffthebusKY.com Toyota,24.271,101.751,6,15,1.224
45,288,20,68,Regina Sirvent*,Por Amor A Puebla Ford,24.357,101.392,4,12,1.31
45,308,21,69,Brian Finney,Excell Coating/Merritt Island Air & Heat/Bob Steele Chevrolet,24.481,100.878,6,13,1.434
45,149,22,9,Cody Dennison,Timcast Toyota,24.719,99.907,3,20,1.672
45,202,23,1,Matt Kemp*,Double H Ranch/ FastTrackRacing.com Toyota,24.951,98.978,1,2,1.904
45,120,24,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,24.999,98.788,2,15,1.952
45,214,25,34,Austin Vaughn*,Safford Trading Company Ford,25.243,97.833,9,9,2.196
45,146,26,85,Becca Monopoli*,Orlando Health Ford,25.392,97.259,6,15,2.345
45,297,27,31,Quinn Davis*,Risemotorsports.com/Key Heating & Cooling Toyota,25.395,97.247,6,14,2.348
45,299,28,7,Kadence Davenport*,Davenport/Concrete/Logan Contractor Supply/Roger’s Companies Chevrolet,25.468,96.969,4,30,2.421
45,184,29,98,Mike Basham,Shearer Speed Toyota,25.67,96.206,6,6,2.623
45,121,30,48,Brad Smith,Gary’s Speed Shop Ford,25.82,95.647,3,5,2.773
45,194,31,67,Presley Sorah*,Health Markets/GoGut Microbebiotic/M&M Electric Chevrolet,26.114,94.57,3,3,3.067
45,107,32,3,Alex Clubb,Berry Performance & Accessories/Race Parts Liquidators Ford,26.211,94.22,7,11,3.164
45,141,33,6,Brayton Laster*,PeerlessPump.com Toyota,26.72,92.425,6,7,3.673
45,293,34,5,Michael Clayton*,City Garage Motorsports Ford,29.56,83.545,3,5,6.513
45,309,35,86,Doug Miller*,Berry Performance & Accessories/Race Parts Liquidators Ford,32.482,76.03,7,10,9.435
46,182,1,18,Brent Crews*,JBL Toyota,23.042,136.707,30,31,0
46,261,2,28,Brenden Queen*,Pinnacle Racing Group Chevrolet,23.279,135.315,20,32,0.237
46,186,3,20,Lawless Alan,AUTOParkIt Toyota,23.372,134.777,43,43,0.33
46,114,4,6,Lavar Scott,Max Siegel Inc Chevrolet,23.453,134.311,29,30,0.411
46,155,5,55,Isabella Robusto*,Mobil 1 Toyota,23.579,133.593,38,38,0.537
46,307,6,70,Sam Corry*,Nitro Motorsports Toyota,23.591,133.525,24,25,0.549
46,137,7,15,Kris Wright,Warranty Solutions Toyota,23.603,133.458,34,35,0.561
46,286,8,2,Eloy Falcon*,Max Siegel Inc Chevrolet,23.858,132.031,34,34,0.816
46,157,9,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,24.015,131.168,22,24,0.973
46,192,10,25,Mason Mitchell,Pro-Seed Toyota,24.183,130.257,17,20,1.141
46,306,11,79,Isaac Kitzmiller*,A.L.L. Construction/Carter Cat Chevrolet,24.196,130.187,38,48,1.154
46,288,12,68,Regina Sirvent*,Por Amor a Puebla/Cano/RX Ford,24.715,127.453,13,25,1.673
46,180,13,11,Zachary Tinkle,Racing For Rescues/Fast Track Racing Toyota,24.771,127.165,8,34,1.729
46,105,14,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,24.824,126.893,43,51,1.782
46,104,15,27,Tim Richmond,Immigration Law Toyota,24.982,126.091,22,56,1.94
46,120,16,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,25.078,125.608,7,13,2.036
46,278,17,10,Tony Cosentino,Diebold Pool Service Ford,25.149,125.253,23,24,2.107
46,144,18,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing Toyota,25.464,123.704,8,10,2.422
46,214,19,67,Austin Vaughn*,Maples Motorsports Chevrolet,25.609,123.004,15,15,2.567
46,299,20,7,Kadence Davenport*,Davenport Concrete Chevrolet,25.669,122.716,33,52,2.627
46,297,21,31,Quinn Davis*,BullSnot! Toyota,25.696,122.587,45,47,2.654
46,184,22,9,Mike Basham,In Memory Of Ron Hutcherson Toyota,26.954,116.866,5,5,3.912
46,141,23,6,Brayton Laster*,@Cyber_Fox_on X Ford,27.221,115.719,5,10,4.179
46,294,24,1,Trevor Ward*,Universal Technical Institute Toyota,27.559,114.3,2,3,4.517
46,107,25,3,Alex Clubb,Race Parts Liquidators/Drop The Hammer Auctions Ford,28.325,111.209,2,4,5.283
46,310,26,86,Colby Evans*,Race Parts Liquidators/Drop The Hammer Auctions Ford,28.811,109.333,10,12,5.769
46,121,27,48,Brad Smith,Gary’s Speed Shop Ford,34.108,92.354,1,1,11.066
47,182,1,18,Brent Crews*,JBL Toyota,73.6,119.804,13,13,0
47,311,2,77,Tristan McKee*,Gainbridge Chevrolet,74.3,118.657,12,13,0.712
47,186,3,20,Lawless Alan,AUTOParkIt Toyota,74.5,118.462,16,16,0.834
47,301,4,25,Alon Day*,JSSI Toyota,74.6,118.253,7,13,0.966
47,157,5,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,74.9,117.822,14,17,1.239
47,261,6,28,Brenden Queen*,Pinnacle Racing Group Chevrolet,74.9,117.796,13,21,1.255
47,114,7,6,Lavar Scott,Max Siegel Inc Chevrolet,75.2,117.359,7,11,1.534
47,155,8,55,Isabella Robusto*,Mobil 1 Toyota,75.2,117.245,21,22,1.607
47,137,9,15,Kris Wright,VMS Toyota,75.3,117.192,12,18,1.641
47,109,10,73,Andy Jankowiak,KLAS Motorsports Chevrolet,75.8,116.285,7,17,2.228
47,217,11,29,Ryan Gemmell*,Multibuilding Inc/TC3 Turf Toyota,75.9,116.251,12,12,2.25
47,304,12,71,Glen Reen*,New Wave Home Chevrolet,75.9,116.172,15,16,2.302
47,132,13,4,Dale Quarterley,Van Dyk Recycling Solutions Chevrolet,76.2,115.704,11,11,2.609
47,269,14,70,Thad Moffitt,LEER Toyota,76.6,115.115,10,10,2.999
47,220,15,72,Chris Werth*,Kim’s Quliting Corner Chevrolet,78.4,112.47,7,16,4.801
47,105,16,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,78.5,112.414,19,20,4.84
47,313,17,11,Matt Wilson*,Jasons Pro Detail/K1Speed Rogers Toyota,78.8,111.937,12,14,5.174
47,312,18,12,Trent Curtis*,Midas of Geneva Chevrolet,80.2,110.002,14,14,6.56
47,139,19,10,Ed Pompa,HY-TORC of NY/Double H Ranch Toyota,83.9,105.1,12,12,10.3
47,175,20,86,Casey Carden,Clubb Racing Ford,88.1,100.127,6,6,14.468
47,294,21,9,Trevor Ward*,FastTrackRacing.com Toyota,88.8,99.359,1,2,15.149
47,141,22,6,Brayton Laster*,OC-Cages.com Chevrolet,91.7,96.219,2,2,18.046
47,107,23,3,Alex Clubb,Race Parts Liquidators Ford,91.8,96.103,5,5,18.157
47,120,24,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,93.2,94.656,8,8,19.56
47,314,25,67,Shane Backes*,International Brotherhood of Boilermakers Chevrolet,93.2,94.613,5,9,19.602
49,311,1,82,Tristan McKee*,Gainbridge Chevrolet,18.46,97.508,35,35,0
49,291,2,18,Max Reaves*,Cook Out Toyota,18.583,96.863,26,27,0.123
49,155,3,55,Isabella Robusto*,Mobil 1 Toyota,18.658,96.473,35,35,0.198
49,261,4,28,Brenden Queen*,BRC Chevrolet,18.807,95.709,6,39,0.347
49,114,5,6,Lavar Scott,Max Siegel Inc Chevrolet,18.813,95.679,30,31,0.353
