race_id,driver_id,Pos,No.,Name,Sponsor,Best Tm,Best Speed,In Lap,Laps,Diff
10,124,15,17,Marco Andretti,Group 1001 Chevrolet,23.807,103.734,14,39,1.41
10,180,16,11,Zachary Tinkle,Racing for Rescues/Fast Track Racing Toyota,24.134,102.329,24,26,1.737
10,181,17,39,D.L. Wilson,Heart O’ Texas Speedway/ETR Toyota,24.169,102.18,3,26,1.772
10,203,18,93,Tyler Tomassi,Tomassi Law Ford,24.176,102.151,3,19,1.779
10,194,19,12,Presley Sorah,HDFive/Tatanka Sauce/PreselySorah.com Toyota,24.187,102.104,26,28,1.79
10,204,20,96,Jackson McLerran,Firemark Property Mgmt/Arylco/Midsouth Electric Toyota,24.242,101.873,19,24,1.845
10,146,21,85,Becca Monopoli,Orlando Health Ford,24.254,101.822,10,21,1.857
10,120,22,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,24.367,101.35,5,21,1.97
10,149,23,1,Cody Dennison,Timcast.com Toyota,24.388,101.263,22,27,1.991
10,191,24,10,Jayson Alexander,Constant Contact Ford,24.829,99.464,28,38,2.432
10,141,25,6,Brayton Laster,Peterson Motorsports Toyota,24.924,99.085,10,11,2.527
10,183,26,31,Rita Goulet,NationalPolice.org Chevrolet,25.621,96.39,3,36,3.224
10,121,27,48,Brad Smith,Copraya.com Ford,26.332,93.787,2,6,3.935
10,175,28,86,Casey Carden,Race Parts Liquidators Ford,26.495,93.21,12,19,4.098
10,107,29,3,Alex Clubb,Race Parts Liquidators Ford,27.157,90.938,3,4,4.76
10,148,30,98,Dale Shearer,Shearer Speed Toyota,27.262,90.588,3,11,4.865
10,196,31,0,Nate Moeller,Peterson Motorsports Toyota,27.596,89.491,6,6,5.199
11,150,1,18,William Sawalich,Starkey/Sound Gear Toyota,17.201,116.156,44,45,0
11,114,2,6,Lavar Scott,Max Siegel Inc Chevrolet,17.402,114.814,31,31,0.201
11,188,3,69,Will Kimmel,Weddington Custom Homes/Jax Wax Ford,17.519,114.048,7,26,0.318
11,206,4,28,Corey Day,Chevrolet Performance Chevrolet,17.538,113.924,37,37,0.337
11,137,5,15,Kris Wright,FNB Corportation Toyota,17.563,113.762,47,47,0.362
11,108,6,22,Amber Balcaen,Icon Toyota,17.875,111.776,20,22,0.674
11,197,7,95,Andrew Patterson,Winsupply/SCS Gearbox Toyota,17.915,111.527,33,34,0.714
11,100,8,55,Gus Dean,Palmetto Grain Brokerage Toyota,17.934,111.408,4,54,0.733
11,136,9,25,Toni Breidinger,Venturini Motorsports Toyota,18.04,110.754,40,40,0.839
11,111,10,2,Andres Perez,Max Siegel Inc Chevrolet,18.046,110.717,7,41,0.845
11,110,11,20,Jake Finch,Phoenix Toyota,18.082,110.497,3,49,0.881
11,103,12,32,Christian Rose,West Virginia Department of Tourism Ford,18.192,109.828,9,19,0.991
11,102,13,35,Greg Van Alst,Zaki Ali Personal Injury Attorney Ford,18.358,108.835,4,48,1.157
11,117,14,34,Isaac Johnson,Endress+Hauser Ford,18.592,107.466,36,98,1.391
11,149,15,11,Cody Dennison,Timcast.com Toyota,19.214,103.987,15,27,2.013
11,120,16,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,19.276,103.652,8,45,2.075
11,141,17,6,Brayton Laster,Peterson Motorsports Toyota,19.394,103.022,8,10,2.193
11,184,18,68,Mike Basham,Clarksville Schwinn Ford,19.843,100.69,5,5,2.642
11,139,19,10,Ed Pompa,HYTORC of New York/Double H Ranch Ford,19.859,100.609,4,31,2.658
11,183,20,31,Rita Goulet,NationalPolice.org Chevrolet,20.041,99.696,29,31,2.84
11,121,21,48,Brad Smith,Copraya.com Ford,20.11,99.354,4,4,2.909
11,107,22,3,Alex Clubb,Race Parts Liquidators Ford,20.182,98.999,8,14,2.981
11,122,23,12,Ryan Roulette,Bellator Recruiting Academy/VFW Ford,20.198,98.921,35,45,2.997
11,148,24,98,Dale Shearer,Shearer Speed Ford,20.789,96.109,15,19,3.588
11,198,25,86,Chris Golden,Race Parts Liquidator Ford,23.634,84.539,1,1,6.433
12,150,1,18,William Sawalich,Starkey/Soundgear Toyota,14.558,92.733,56,56,0
12,155,2,55,Isabella Robusto,Mobil 1 Toyota,14.646,92.175,42,42,0.088
12,114,3,6,Lavar Scott,Max Siegel Inc. Chevrolet,14.651,92.144,40,41,0.093
12,137,4,15,Kris Wright,FNB Corporation Toyota,14.704,91.812,55,55,0.146
12,111,5,2,Andres Perez,Max Siegel Inc. Chevrolet,14.758,91.476,11,49,0.2
12,102,6,35,Greg Van Alst,CB Fabricating/Top Choice Fence Ford,14.795,91.247,7,56,0.237
12,103,7,32,Christian Rose,West Virginia Department of Tourism Ford,14.821,91.087,6,55,0.263
12,154,8,20,Sean Hingorani,Fidelity Capital Toyota,14.828,91.044,4,50,0.27
12,136,9,25,Toni Breidinger,Sunoco Toyota,14.917,90.501,13,58,0.359
12,108,10,22,Amber Balcaen,Icon Toyota,14.946,90.325,25,31,0.388
12,207,11,45,E.J. Tamayo,AMICI Engineering Contractors Ford,15.054,89.677,6,69,0.496
12,149,12,11,Cody Dennison,Timcast.com Toyota,15.434,87.469,17,42,0.876
12,125,13,10,Bryce Haugeberg,Brenco/Haugeberg Farms/UTI Ford,15.519,86.99,36,66,0.961
12,122,14,12,Ryan Roulette,Bellator Recruiting Academy/VFW Ford,15.747,85.731,36,48,1.189
12,120,15,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,15.795,85.47,7,79,1.237
12,209,16,31,Rick Redig-Tackman,Max Buchanan Foundation Chevrolet,15.828,85.292,13,65,1.27
12,107,17,3,Alex Clubb,Race Parts Liquidators Ford,15.956,84.608,5,15,1.398
12,121,18,48,Brad Smith,Copraya.com Ford,16.533,81.655,12,12,1.975
12,196,19,6,Nate Moeller,Peterson Motorsports Toyota,16.596,81.345,8,17,2.038
12,208,20,86,Brian Clubb,Race Parts Liquidators Ford,17.811,75.796,4,4,3.253
13,111,1,2,Andres Perez,Max Siegel Inc Chevrolet,39.31,183.16,9,10,0
13,100,2,55,Gus Dean,VMS Toyota,39.335,183.043,11,11,0.025
13,178,3,28,Connor Zilisch,Chevrolet Performance/Silver Hare Development Chevrolet,39.359,182.931,17,17,0.049
13,123,4,18,Tanner Gray,JGR Toyota,39.473,182.403,14,15,0.163
13,109,5,73,Andy Jankowiak,KLAS Motorsports Toyota,39.62,181.726,2,10,0.31
13,137,6,15,Kris Wright,FNB Corporation Toyota,39.815,180.836,11,11,0.505
13,102,7,35,Greg Van Alst,CB Fabricating/Top Choice Fence Ford,40.093,179.582,12,12,0.783
13,110,8,20,Jake Finch,Phoenix Toyota,40.355,178.417,3,4,1.045
13,114,9,6,Lavar Scott,Max Siegel Inc Chevrolet,40.421,178.125,9,9,1.111
13,108,10,22,Amber Balcaen,Icon Toyota,40.553,177.545,6,7,1.243
13,103,11,32,Christian Rose,West Virginia Department of Tourism Ford,40.627,177.222,5,6,1.317
13,174,12,33,Frankie Muniz,VYPER Ford,40.96,175.781,8,10,1.65
13,105,13,97,Jason Kitzmiller,A.L.L. Construction Chevrolet,41.033,175.469,4,14,1.723
13,104,14,27,Tim Richmond,Latino Immigration & Legal Center P.C. Toyota,41.891,171.875,2,4,2.581
13,210,15,65,Jeffery MacZink,Syncon/Parkway Services/Innovative Fluids Toyota,41.944,171.657,9,9,2.634
13,149,16,11,Cody Dennison,Timcast.com Toyota,42.085,171.082,11,14,2.775
13,122,17,12,Ryan Roulette,Bellator Recruiting Academy/VFW Ford,42.783,168.291,13,13,3.473
13,120,18,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,43.588,165.183,17,17,4.278
13,191,19,10,Jayson Alexander,Premier Performance Group Toyota,45.078,159.723,5,5,5.768
13,121,20,48,Brad Smith,Copraya.com Ford,46.953,153.345,4,4,7.643
13,175,21,31,Casey Carden,Epic Insurance Chevrolet,48.052,149.838,2,3,8.742
13,196,22,6,Nate Moeller,Peterson Motorsports Ford,62,116.11,1,1,22.7
14,150,1,18,William Sawalich,Starkey/Sound Gear Toyota,33.95,106.038,23,25,0
14,137,2,15,Kris Wright,FNB Corportation Toyota,34.158,105.393,13,20,0.208
14,114,3,6,Lavar Scott,Max Siegel Inc Chevrolet,34.183,105.316,13,17,0.233
14,212,4,16,Kelly Kovski,Brandt/Schluckebier Farms Chevrolet,34.195,105.279,20,25,0.245
14,111,5,2,Andres Perez,Max Siegel Inc Chevrolet,34.222,105.195,23,26,0.272
14,136,6,25,Toni Breidinger,Sunoco Toyota,34.312,104.92,24,29,0.362
14,211,7,55,Taylor Reimer,BuzzBallz Toyota,34.36,104.773,20,22,0.41
14,155,8,20,Isabella Robusto,JBL Toyota,34.444,104.517,27,29,0.494
14,108,9,22,Amber Balcaen,Icon Toyota,34.575,104.121,17,24,0.625
14,129,10,8,Sean Corr,Nesco Bus Sales Chevrolet,34.897,103.161,13,14,0.947
14,103,11,32,Christian Rose,West Virginia Department of Tourism Ford,35.316,101.937,26,27,1.366
14,120,12,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,35.751,100.696,18,19,1.801
14,107,13,3,Alex Clubb,Race Parts Liquidators Ford,35.892,100.301,11,14,1.942
14,213,14,12,Tim Monroe,Illinois Trucking Ass’n/Riverside Chevy Chevrolet,35.998,100.006,9,16,2.048
14,149,15,11,Cody Dennison,Timcast.com Toyota,36.02,99.944,11,12,2.07
14,125,16,10,Bryce Haugeberg,Brenco/Haugeberg Farms/UTI Ford,36.067,99.814,21,26,2.117
14,141,17,31,Brayton Laster,Cyber_Fox_onX/BlueChew Chevrolet,36.925,97.495,1,2,2.975
14,196,18,6,Nate Moeller,Peterson Motorsports Toyota,40.588,88.696,12,15,6.638
14,121,19,48,Brad Smith,Copraya.com Ford,41.121,87.547,1,2,7.171
15,150,1,18,William Sawalich,Starkey/Sound Gear Toyota,29.213,125.081,19,19,0
15,178,2,28,Connor Zilisch,Chevrolet Performance/Silver Hare Development Chevrolet,29.624,123.346,26,27,0.411
15,151,3,20,Gio Ruggiero,JBL Toyota,29.722,122.939,22,23,0.509
15,137,4,15,Kris Wright,FNB Corportation Toyota,30.086,121.452,25,25,0.873
15,111,5,2,Andres Perez,Max Siegel Inc Chevrolet,30.338,120.443,3,22,1.125
15,114,6,6,Lavar Scott,Max Siegel Inc Chevrolet,30.347,120.407,1,9,1.134
15,185,7,55,Dean Thompson,Thompson Pipe Group Toyota,30.37,120.316,3,25,1.157
15,186,8,33,Lawless Alan,AutoParkIt Ford,30.414,120.142,7,32,1.201
15,136,9,25,Toni Breidinger,gener8tor Toyota,30.943,118.088,4,5,1.73
15,124,10,17,Marco Andretti,Group 1001 Chevrolet,31.077,117.579,10,29,1.864
15,103,11,32,Christian Rose,West Virginia Department of Tourism Ford,31.193,117.142,2,27,1.98
15,108,12,22,Amber Balcaen,Icon Toyota,31.276,116.831,5,20,2.063
15,197,13,95,Andrew Patterson,SCS Gearbox/Winsupply Toyota,31.745,115.105,11,25,2.532
15,180,14,11,Zachary Tinkle,Racing for Rescues/Fast Track Racing Toyota,31.928,114.445,6,19,2.715
15,181,15,39,D.L. Wilson,Heart O’ Texas Speedway Toyota,32.308,113.099,6,17,3.095
15,120,16,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,32.34,112.987,10,12,3.127
15,149,17,10,Cody Dennison,Timcast.com Toyota,32.387,112.823,6,7,3.174
15,122,18,12,Ryan Roulette,Bellator Recruiting Academy/VFW Ford,32.658,111.887,18,18,3.445
15,203,19,93,Tyler Tomassi,Tomassi Law Ford,32.99,110.761,4,16,3.777
15,107,20,3,Alex Clubb,Race Parts Liquidators Ford,33.266,109.842,5,7,4.053
15,121,21,48,Brad Smith,Copraya.com Ford,34.168,106.942,6,7,4.955
15,196,22,60,Nate Moeller,Peterson Motorsports Ford,37.081,98.541,4,4,7.868
15,183,23,31,Rita Goulet,NationalPolice.org Chevrolet,41.804,87.408,2,2,12.591
16,211,1,55,Taylor Reimer,Buzzballz Toyota,34.997,102.866,2,18,0
16,182,2,20,Brent Crews,JBL Toyota,35.018,102.804,4,12,0.021
16,188,3,69,Will Kimmel,Kimmel Racing Ford,35.566,101.22,3,8,0.569
16,150,4,18,William Sawalich,Starkey/Sound Gear Toyota,35.678,100.903,5,26,0.681
16,114,5,6,Lavar Scott,Max Siegel Inc Chevrolet,36.188,99.48,15,21,1.191
16,137,6,15,Kris Wright,FNB Corportation Toyota,36.288,99.206,14,14,1.291
16,111,7,2,Andres Perez,Max Siegel Inc Chevrolet,36.524,98.565,4,5,1.527
16,212,8,16,Kelly Kovski,Brandt/Schluckebier Farms Chevrolet,36.838,97.725,11,12,1.841
16,108,9,22,Amber Balcaen,Icon Toyota,37.387,96.29,13,21,2.39
16,103,10,32,Christian Rose,West Virginia Department of Tourism Ford,37.683,95.534,11,12,2.686
16,213,11,12,Tim Monroe,Riverside Chevy/Illinios Trucking Assoc. Chevrolet,37.939,94.889,8,10,2.942
16,129,12,8,Sean Corr,Necso Bus Sales Chevrolet,38.221,94.189,13,15,3.224
16,132,13,4,Dale Quarterley,Van Dyk Recycling/Motul Chevrolet,39.39,91.394,9,11,4.393
16,120,14,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,39.537,91.054,21,21,4.54
16,149,15,11,Cody Dennison,Timcast.com Toyota,39.643,90.81,16,16,4.646
16,136,16,25,Toni Breidinger,SunocoToyota,40.716,88.417,2,2,5.719
16,141,17,31,Brayton Laster,AC/Cages.com/Goat Locker Racing Chevrolet,40.725,88.398,2,2,5.728
16,214,18,6,Austin Vaughn,Peterson Motorsports Toyota,44.001,81.816,2,2,9.004
16,107,19,3,Alex Clubb,Race Parts Liquidators Ford,44.702,80.533,4,4,9.705
16,121,20,48,Brad Smith,Copraya.com Ford,46.7,77.088,2,2,11.703
16,215,21,10,Daylan Hairston,Memory of Ron Hutcherson Ford,49.054,73.389,3,4,14.057
16,196,22,0,Nate Moeller,Peterson Motorsports Ford,54.095,66.55,1,1,19.098
17,178,1,28,Connor Zilisch,Chevrolet Performance/Silver Hare Development Chevrolet,74.1,119.067,22,22,0
17,150,2,18,William Sawalich,Starkey/Sound Gear Toyota,75.2,117.214,21,21,1.171
17,151,3,20,Gio Ruggiero,First Auto Group Toyota,75.3,117.194,18,19,1.184
17,111,4,2,Andres Perez,Max Siegel Inc Chevrolet,75.6,116.637,9,10,1.543
17,137,5,15,Kris Wright,FNB Corportation Toyota,76.1,115.964,21,21,1.982
17,216,6,42,Brandon Jones,Lyons Bathtubs & Showers/Menards Chevrolet,76.3,115.615,17,22,2.212
17,101,7,44,Thomas Annunziata,Bayshore Mortgage Funding Ford,76.6,115.196,14,19,2.489
17,153,8,23,Connor Mosack,Sigma Performance Chevrolet,77,114.608,10,11,2.882
17,132,9,4,Dale Quarterley,Van Dyk Recycling/ACI/Fire Rover Chevrolet,77,114.586,12,17,2.897
17,114,10,6,Lavar Scott,Max Siegel Inc Chevrolet,77.1,114.327,3,20,3.071
17,217,11,29,Ryan Gemmell,Diamond Brite/TC3 Turf Toyota,77.4,114.002,11,22,3.291
17,218,12,30,Dylan Lupton,Lupton Excavation Ford,77.4,113.889,5,18,3.368
17,109,13,73,Andy Jankowiak,Whelen Engineering Company Chevrolet,77.5,113.809,8,20,3.422
17,110,14,55,Jake Finch,Phoenix Toyota,78.1,112.906,13,23,4.042
17,124,15,17,Marco Andretti,Group 1001 Chevrolet,78.5,112.4,15,21,4.394
17,103,16,32,Christian Rose,West Virginia Department of Tourism Ford,78.7,112.094,7,19,4.608
17,219,17,3,Alex Quarterley,Van Dyk Recycling Solutions Chevrolet,78.7,112.094,19,24,4.608
17,136,18,25,Toni Breidinger,Boozy Jerky Toyota,79,111.716,16,22,4.874
17,108,19,22,Amber Balcaen,Icon Toyota,79.5,111.001,10,20,5.383
17,220,20,71,Chris Werth,Werth Racing Chevrolet,79.7,110.68,12,19,5.613
17,104,21,27,Tim Richmond,Immigration Law Center Toyota,80.8,109.18,6,10,6.708
17,149,22,11,Cody Dennison,Timcast.com Toyota,81.8,107.85,8,8,7.704
17,139,23,10,Ed Pompa,HyTorc of NY/Double H Ranch Toyota,82.9,106.383,7,16,8.832
17,199,24,31,Rob Pellosie,Tooth Acres Dentistry Chevrolet,84.1,104.827,7,11,10.063
17,120,25,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,85.3,103.372,8,19,11.247
17,141,26,12,Brayton Laster,AC/Cages.com/UTI Ford,89.6,98.467,3,4,15.497
17,196,27,6,Nate Moeller,Peterson Motorsports Toyota,100.9,87.407,5,5,26.831
17,107,28,3,Alex Clubb,Wallis Farms/Misfit Productions Ford,113.1,77.955,1,1,39.066
18,150,1,18,William Sawalich,Starkey/Sound Gear Toyota,15.384,124.727,62,63,0
18,178,2,28,Connor Zilisch,Chevrolet Performance/Silver Hare Development Chevrolet,15.392,124.662,33,34,0.008
18,111,3,2,Andres Perez,Max Siegel Inc Chevrolet,15.55,123.395,30,30,0.166
18,221,4,97,Landen Lewis,Grant County Mulch Chevrolet,15.629,122.772,25,25,0.245
18,137,5,15,Kris Wright,FNB Corportation Toyota,15.667,122.474,26,27,0.283
18,206,6,82,Corey Day,Hendrickcars.com Chevrolet,15.676,122.404,61,61,0.292
18,114,7,6,Lavar Scott,Max Siegel Inc Chevrolet,15.707,122.162,7,35,0.323
18,151,8,20,Gio Ruggiero,JBL Toyota,15.753,121.805,34,35,0.369
18,110,9,1,Jake Finch,Phoenix Construction Toyota,15.804,121.412,35,36,0.42
18,103,10,32,Christian Rose,West Virginia Department of Tourism Ford,15.818,121.305,41,42,0.434
18,157,11,23,Tyler Reif,Vegas Fastener Machine/SPS/Spencer Clark Foundtn Chevrolet,15.964,120.195,14,62,0.58
18,223,12,71,Dawson Sutton,Chevrolet/Wheeler Trucking/Victory Custom Trailers Chevrolet,15.997,119.947,24,38,0.613
18,102,13,35,Greg Van Alst,Phil’s Heating and Air Ford,15.999,119.932,27,36,0.615
18,186,14,33,Lawless Alan,AUTOParkit Ford,16.032,119.686,11,54,0.648
18,136,15,25,Toni Breidinger,Sunoco Toyota,16.145,118.848,29,30,0.761
18,185,16,55,Dean Thompson,Thompson Pipe Group Toyota,16.178,118.606,9,18,0.794
18,197,17,95,Andrew Patterson,Winsupply/SCS Gearbox Toyota,16.209,118.379,30,38,0.825
18,222,18,9,Logan Misuraca,Clean Harbors Chevrolet,16.214,118.342,37,51,0.83
18,124,19,17,Marco Andretti,Group 1001 Chevrolet,16.254,118.051,33,41,0.87
18,109,20,73,Andy Jankowiak,Acacia Energy Toyota,16.264,117.978,17,28,0.88
18,108,21,22,Amber Balcaen,Icon Toyota,16.277,117.884,24,33,0.893
18,180,22,11,Zachary Tinkle,Racing for Rescues/Fast Track Racing Toyota,16.321,117.566,6,20,0.937
18,104,23,27,Tim Richmond,Immigration Law Center Toyota,16.657,115.195,27,30,1.273
18,181,24,39,D.L. Wilson,Heart O’Texas Speedway/ETR Toyota,16.792,114.269,30,30,1.408
18,149,25,10,Cody Dennison,Timcast.com Toyota,17.101,112.204,9,9,1.717
18,120,26,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,17.229,111.37,29,43,1.845
18,140,27,12,Eric Caudell,Wet Pets by Steve/Coble Enterprise/Doug Design Chevrolet,17.434,110.061,8,16,2.05
18,107,28,3,Alex Clubb,Race Parts Liquidators/Misfit Productions Ford,17.568,109.221,19,24,2.184
18,147,29,6,Mitch Gibson,Peterson Motorsports Toyota,17.589,109.091,8,11,2.205
18,201,30,31,Tim Goulet,Max Buchanan Foundation Chevrolet,18.354,104.544,10,13,2.97
18,121,31,48,Brad Smith,Copraya.com Ford,18.519,103.613,2,3,3.135
18,148,32,98,Dale Shearer,Shearer Speed Toyota,18.657,102.846,11,13,3.273
18,196,33,0,Nate Moeller,Peterson Motorsports Ford,20.997,91.384,2,2,5.613
18,208,34,93,Brian Clubb,Race Parts Liquidators/Misfit Productions Ford,24.607,77.978,1,2,9.223
19,178,1,28,Connor Zilisch,Chevrolet Perf/Silver Hare Dev,31,174.194,2,24,0
19,123,2,18,Tanner Gray,Joe Gibbs Racing,31.03,174.025,3,22,0.03
19,111,3,2,Andres Perez,Max Siegel Inc.,31.189,173.138,20,21,0.189
19,206,4,82,Corey Day,HendrickCars.com,31.279,172.64,34,34,0.279
19,155,5,55,Isabella Robusto,Mobil 1,31.329,172.364,35,35,0.329
19,137,6,15,Kris Wright,Warranty Solutions,31.333,172.342,2,17,0.333
19,151,7,20,Gio Ruggiero,First Auto Group,31.344,172.282,5,16,0.344
19,136,8,25,Toni Breidinger,Boozy Jerky,31.457,171.663,20,21,0.457
19,102,9,35,Greg Van Alst,CB Fabricating,31.553,171.141,2,17,0.553
19,109,10,73,Andy Jankowiak,Acacia Energy,31.598,170.897,5,25,0.598
19,114,11,6,Lavar Scott,Max Siegel Inc.,31.639,170.675,3,19,0.639
19,186,12,33,Lawless Alan,AutoParkIt,31.779,169.924,3,20,0.779
19,108,13,22,Amber Balcaen,ICON,31.824,169.683,18,19,0.824
19,124,14,17,Marco Andretti,Group 1001,32.299,167.188,3,22,1.299
19,117,15,34,Isaac Johnson,Vector CAG/Endress+Hauser,32.457,166.374,7,30,1.457
19,103,16,32,Christian Rose,West Virgina Department of Tourism,32.468,166.318,5,22,1.468
19,105,17,97,Jason Kitzmiller,A.L.L. Construction,32.599,165.649,23,32,1.599
19,189,18,9,Sebastian Arias,Max Siegel Inc,32.695,165.163,5,14,1.695
19,193,19,10,Christopher Tate,T-Top Manufacturing/Cash Customs,32.865,164.309,6,12,1.865
19,133,20,74,Mandy Chick,Dynamic Drivelines/FK Rod Ends/Fragola Perf,33.317,162.079,2,26,2.317
19,120,21,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports,34.402,156.968,2,29,3.402
19,144,22,12,Takuma Koga,IKEDO/archetype,34.597,156.083,15,20,3.597
19,149,23,11,Cody Dennison,Timcast.com,34.637,155.903,2,4,3.637
19,140,24,7,Eric Caudell,Coble Enterprises/Doug Design,34.931,154.59,8,17,3.931
19,183,25,31,Rita Goulet,NationalPolice.org,35.563,151.843,11,25,4.563
19,187,26,6,Kevin Hinckle,KH Automotive,35.794,150.863,3,3,4.794
19,121,27,48,Brad Smith,Copraya.com,36.633,147.408,2,3,5.633
19,107,28,3,Alex Clubb,Race Parts Liquidators,41.161,131.192,1,1,10.161
20,150,1,18,William Sawalich,Starkey/Soundgear Toyota,15.992,112.556,47,49,0
20,151,2,20,Gio Ruggiero,First Auto Group Toyota,16.168,111.331,33,35,0.176
20,137,3,15,Kris Wright,FNB Toyota,16.257,110.722,46,47,0.265
20,111,4,2,Andres Perez,Max Siegel Youth Foundation Chevrolet,16.279,110.572,39,40,0.287
20,108,5,22,Amber Balcaen,ICON Toyota,16.512,109.012,35,36,0.52
20,136,6,25,Toni Breidinger,Sunoco Toyota,16.537,108.847,48,49,0.545
20,114,7,6,Lavar Scott,Special Smiles/Max Siegel Inc. Chevrolet,16.556,108.722,32,33,0.564
20,182,8,55,Brent Crews,JBL Toyota,16.681,107.907,13,51,0.689
20,103,9,32,Christian Rose,West Virgina Department of Tourism Ford,16.995,105.914,18,89,1.003
20,127,10,10,Willie Mullins,Crow Wing Recycling Toyota,17.066,105.473,20,51,1.074
20,149,11,11,Cody Dennison,Timcast.com,17.117,105.159,12,31,1.125
20,120,12,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,17.37,103.627,41,52,1.378
20,213,13,12,Tim Monroe,PVW 20th Anniversary Ford,17.581,102.383,16,21,1.589
20,202,14,1,Matt Kemp,ELHDetailing.com/Fast Track Racing Ford,17.644,102.018,4,5,1.652
20,146,15,85,Becca Monopoli,Orlando Health Ford,17.711,101.632,31,37,1.719
20,107,16,3,Alex Clubb,Race Parts Liquidators Ford,17.802,101.112,17,33,1.81
20,121,17,48,Brad Smith,Copraya.com Ford,18.248,98.641,4,9,2.256
20,194,18,31,Presley Sorah,HDFive/Tatanka Souce/PreselySorah.com Chevrolet,18.373,97.97,18,52,2.381
20,148,19,98,Dale Shearer,Shearer Speed Toyota,19.075,94.364,31,32,3.083
20,176,20,0,Con Nicolopoulos,Peterson Motorsports Ford,19.6,91.837,6,7,3.608
20,196,21,6,Nate Moeller,Peterson Motorsports Toyota,19.793,90.941,11,13,3.801
21,110,1,55,Jake Finch,Phoenix Toyota,17.479,102.981,29,29,0
21,150,2,18,William Sawalich,Starkey-Sound Gear Toyota,17.511,102.793,3,50,0.032
21,224,3,1,Bubba Pollard,Phoenix Racing Chevrolet,17.707,101.655,36,37,0.228
21,151,4,20,Gio Ruggiero,JBL Toyota,17.767,101.311,4,48,0.288
21,225,5,95,Hunter Wright,Wilson County Visitors Bureau Toyota,17.768,101.306,42,42,0.289
21,228,6,28,Luke Fenhaus,Chevrolet-Silver Hare Development Chevrolet,17.913,100.486,6,44,0.434
21,227,7,7,Tyler Scofield,JXT Transportation Chevrolet,18.385,97.906,8,49,0.906
21,181,8,39,D.L. Wilson,ETR-Wilson Traditional Metals Toyota,18.625,96.644,7,46,1.146
21,180,9,11,Zachary Tinkle,Fast Track Racing Toyota,18.677,96.375,4,31,1.198
21,226,10,93,Colton Collins,Cooper Marketing Unlimited Chevrolet,19.284,93.342,10,30,1.805
21,149,11,6,Cody Dennison,Peterson Motorsports Toyota,19.291,93.308,4,27,1.812
21,184,12,10,Mike Basham,Diesel Boys LLC-Double H Ranch Ford,19.415,92.712,16,16,1.936
21,194,13,12,Presley Sorah,OEM Pensacola-Tatanka Sauce Toyota,19.459,92.502,11,14,1.98
21,120,14,99,Michael Maples,Don Ray Petroleum-Maples Motorsports Chevrolet,20.626,87.268,90,90,3.147
21,183,15,31,Rita Goulet,nationalpolice.org-backthelane.com Chevrolet,21.022,85.625,73,76,3.543
22,150,1,18,William Sawalich,Starkey/Sound Gear Toyota,19.76,108.583,3,40,0
22,178,2,28,Connor Zilisch,Chevrolet/Silver Hare Development Chevrolet,19.768,108.539,34,34,0.008
22,151,3,20,Gio Ruggiero,JBL Toyota,19.955,107.522,12,28,0.195
22,225,4,95,Hunter Wright,Cedar River RV Toyota,20.071,106.901,27,27,0.311
22,158,5,42,Tanner Reif,Vegas Fastener Manufacturing Chevrolet,20.103,106.73,4,11,0.343
22,155,6,55,Isabella Robusto,Yahoo Toyota,20.272,105.841,12,39,0.512
22,227,7,7,Tyler Scofield,JXT Transportation Chevrolet,20.357,105.399,28,29,0.597
22,180,8,11,Zachary Tinkle,Racing for Rescues/Fast Track Toyota,20.477,104.781,5,28,0.717
22,197,9,96,Andrew Patterson,Winsupply/SCS Gearbox Toyota,20.8,103.154,5,55,1.04
22,181,10,39,D.L. Wilson,Heart O’ Texas Speedway/ETR Toyota,20.861,102.852,7,34,1.101
22,134,11,93,Caleb Costner,Thin Blue Wine Cellars Chevrolet,21.148,101.456,5,5,1.388
22,149,12,6,Cody Dennison,Peterson Motorsports Toyota,21.269,100.879,16,16,1.509
22,120,13,99,Michael Maples,Don Ray Petroleum LLC/Maples Motorsports Chevrolet,21.421,100.163,5,32,1.661
22,191,14,10,Jayson Alexander,Selwyn Pub/Constant Contact Toyota,21.454,100.009,17,36,1.694
22,194,15,12,Presley Sorah,Tatanka Sauce/Layin Coin Podcast Toyota,22.223,96.549,8,8,2.463
22,121,16,48,Brad Smith,Copraya.com Ford,22.876,93.793,4,5,3.116
22,183,17,31,Rita Goulet,NationalPolice.org Chevrolet,23.842,89.992,30,44,4.082
22,196,18,0,Nate Moeller,Peterson Motorpsorts Ford,24.125,88.937,2,5,4.365
