race_id,driver_id,BestLapRank,Number,FullName,Sponsor,BestLapTime,BestLapSpeed,InLap,Laps,Diff
33,162,16,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,18.816,95.663,,,0.598
33,253,17,21,Ethan Nascimento,Impact Trans/Phillips Bros Fab/Freddy’s Tree Svc Toyota,18.828,95.602,,,0.61
33,144,18,7,Takuma Koga,Takt Diesien/CKB/Jerry Pitts Racing Toyota,19.115,94.167,,,0.897
33,256,19,12,Joey Kennealy,STS/American Swim Academy/Converease Chevrolet,19.14,94.044,,,0.922
33,166,20,5,David Smith,Shockwave Marine Suspension Seating Toyota,20.1,89.552,,,1.882
34,150,1,18,William Sawalich,Starkey/Sound Gear Toyota,,,,,0
34,178,2,28,Connor Zilisch,Pristine Auction Chevrolet,,,,,0.252
34,156,3,16,Jack Wood,NAPA Auto Care Chevrolet,,,,,0.341
34,157,4,13,Tyler Reif,Central Coast Cabinets Toyota,,,,,0.439
34,154,5,15,Sean Hingorani,Fidelity Capital Toyota,,,,,0.469
34,151,6,20,Gio Ruggiero,JBL Toyota,,,,,0.513
34,182,7,22,Brent Crews,Mobil 1 Toyota,,,,,0.642
34,259,8,23,Kaden Honeycutt,SPS/GMS Fabrication Chevrolet,,,,,0.65
34,114,9,6,Lavar Scott,Chevrolet Perfomance/Max Siegel Inc Chevrolet,,,,,0.668
34,230,10,76,Kole Raz,Cyclum Renewables Truck Stops Ford,,,,,0.676
34,162,11,19,"Eric Johnson, Jr.",Pacific Office Automation Chevrolet,,,,,0.685
34,110,12,55,Jake Finch,Phoenix Construction Toyota,,,,,0.698
34,160,13,9,Kyle Keller,Jans Towing/Jans’ Racing/Argus Const Ford,,,,,0.91
34,124,14,25,Marco Andretti,Rich Mar Florist Toyota,,,,,1.014
34,189,15,2,Sebastian Arias,Brady Plus Chevrolet,,,,,1.14
34,231,16,4,"Eric Nascimento, Jr.",Impact Trans/Nascimento-Joiner Mtrpsrts Chevrolet,,,,,1.181
34,161,17,3,Todd Souza,Central Coast Cabinets Toyota,,,,,1.51
34,144,18,7,Takuma Koga,MACNICA Toyota,,,,,1.513
34,159,19,50,Trevor Huddleston,High Point Racing/Racecar Factory Ford,,,,,1.588
34,166,20,5,David Smith,Shockwave Marine Suspension Seating Toyota,,,,,3.689
34,260,21,21,Alex Malycke,Jokeland.com Toyota,,,,,4.621
38,186,1,20,Lawless Alan,AUTOParkit Toyota,30.927,174.605,2,2,0
38,269,2,46,Thad Moffitt,Nitro Motorsports Toyota,30.99,174.25,1,1,0.063
38,150,3,18,William Sawalich,Starkey Toyota,30.996,174.216,1,2,0.069
38,192,4,25,Mason Mitchell,Pro-Seed USA Toyota,31.016,174.104,1,2,0.089
38,261,5,28,Brenden Queen,bestrepair Chevrolet,31.132,173.455,1,2,0.205
38,155,6,55,Isabella Robusto,Mobil 1 Toyota,31.247,172.817,2,2,0.32
38,114,7,6,Lavar Scott,Max Siegel Inc Chevrolet,31.25,172.8,1,2,0.323
38,109,8,73,Andy Jankowiak,Klas Motorsports Toyota,31.294,172.557,2,2,0.367
38,274,9,17,Patrick Staropoli,Syfovre/Versa Grips/MMI Toyota,31.359,172.199,1,2,0.432
38,188,10,68,Will Kimmel,Kimmel Racing Ford,31.512,171.363,1,1,0.585
38,105,11,97,Jason Kitzmiller,A.L.L. Construction Chevrolet,31.632,170.713,2,2,0.705
38,282,12,2,Lanie Buice*,Max Siegel Inc Chevrolet,31.667,170.525,2,2,0.74
38,279,13,67,Ryan Vargas,Maples Motorsports Chevrolet,31.702,170.336,1,2,0.775
38,280,14,23,Spencer Gallagher,SPS Chevrolet,32.185,167.78,1,2,1.258
38,283,15,69,Miguel Gomes*,Simthunder Ford,33.557,160.92,2,2,2.63
38,120,16,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,33.881,159.381,3,3,2.954
38,141,17,6,Brayton Laster,Peterson Motorsports Chevrolet,34.565,156.227,4,4,3.638
38,202,18,12,Matt Kemp*,ELHDetailing.com/Fathom Realty,34.643,155.876,2,2,3.716
38,201,19,31,Tim Goulet*,Rick Havenridge Principal Financial Toyota,35.784,150.905,1,2,4.857
38,194,20,9,Presley Sorah*,Health Market/Newtz Auto Services Ford,36.503,147.933,1,1,5.576
38,187,21,0,Kevin Hinckle,Peterson Motorsports Chevrolet,36.863,146.488,2,3,5.936
38,184,22,11,Mike Basham,Double H Ranch Ford,38.036,141.971,1,1,7.109
38,107,23,3,Alex Clubb,Clubb Racing Inc./Race Parts Liquidators Ford,39.85,135.508,1,1,8.923
38,121,24,48,Brad Smith,Gary’s Speed Shop Ford,41.325,130.672,1,2,10.398
38,196,25,10,Nate Moeller,FastTrackRacing.com Toyota,41.331,130.653,2,2,10.404
39,188,1,69,Will Kimmel,Kimmel Racing Ford,30.611,176.407,1,2,0
39,150,2,18,William Sawalich,Starkey Toyota,30.647,176.2,2,2,0.036
39,261,3,28,Brenden Queen,Folsom Fence Supply Chevrolet,30.737,175.684,1,2,0.126
39,284,4,82,Austin Green,Overplay Games Chevrolet,30.764,175.53,2,2,0.153
39,155,5,55,Isabella Robusto,Mobil 1 Toyota,31.129,173.472,1,2,0.518
39,152,6,97,Grant Enfinger,A.L.L. Construction Chevrolet,31.281,172.629,1,1,0.67
39,274,7,25,Patrick Staropoli,Syfovre Toyota,31.301,172.518,2,2,0.69
39,109,8,73,Andy Jankowiak,Klas Motorsports Toyota,31.328,172.37,1,2,0.717
39,114,9,6,Lavar Scott,Max Siegel Inc Chevrolet,31.356,172.216,1,2,0.745
39,186,10,20,Lawless Alan,VMS Toyota,31.369,172.144,2,2,0.758
39,267,11,30,Garrett Mitchell*,Kenetik Ford,31.425,171.838,2,2,0.814
39,230,12,76,Kole Raz*,Cyclum Nextgen Travel Centers Ford,31.472,171.581,2,2,0.861
39,282,13,2,Lanie Buice*,Max Siegel Inc Chevrolet,31.534,171.244,2,2,0.923
39,269,14,46,Thad Moffitt,Leer Toyota,31.792,169.854,1,2,1.181
39,197,15,40,Andrew Patterson*,WinSupply Chevrolet,31.822,169.694,2,2,1.211
39,280,16,23,Spencer Gallagher,Allegiant/Sigma Performance Chevrolet,31.872,169.428,2,2,1.261
39,278,17,10,Tony Cosentino,Freedom Pool Serice Toyota,32.198,167.712,2,2,1.587
39,104,18,27,Tim Richmond,Latino Immigration & Legal Center Toyota,32.321,167.074,2,2,1.71
39,135,19,7,Jeff Scofield*,Husqvarna/JXT Transportation Chevrolet,32.755,164.86,1,3,2.144
39,143,20,57,Bryan Dauzat,OB Builders Inc Chevrolet,33.991,158.866,1,1,3.38
39,141,21,6,Brayton Laster,PeerlessPump.com/GEARS Racing League Toyota,34.533,156.372,3,3,3.922
39,202,22,12,Matt Kemp,ELHDetailing.com Ford,34.767,155.32,2,2,4.156
39,248,23,31,Rick Goodale*,risemotorsports.com Toyota,34.965,154.44,2,2,4.354
39,122,24,67,Ryan Roulette,VFW Ford,35.064,154.004,4,4,4.453
39,184,25,11,Mike Basham,Double H Ranch/Fast Track Racing Ford,35.845,150.649,2,2,5.234
39,107,26,3,Alex Clubb,Race Parts Liquidators Ford,36.66,147.3,2,2,6.049
39,121,27,48,Brad Smith,Gary’s Speed Shop Ford,37.416,144.323,2,4,6.805
39,115,28,36,Ryan Huff,Commonwealth Equipment Ford,38.679,139.611,2,2,8.068
39,175,29,86,Casey Carden*,CRI Ford,39.738,135.89,2,2,9.127
39,120,30,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,41.049,131.55,1,1,10.438
39,196,31,9,Nate Moeller,Fast Track Racing Toyota,43.199,125.003,1,1,12.588
40,261,1,28,Brenden Queen*,BRC Chevrolet,38.841,185.371,2,2,0
40,155,2,55,Isabella Robusto*,Yahoo Toyota,38.874,185.214,2,2,0.033
40,285,3,25,Corey Heim,Phoenix Toyota,38.914,185.023,2,2,0.073
40,269,4,46,Thad Moffitt,Induction Innovations Toyota,39.09,184.19,1,2,0.249
40,151,5,18,Gio Ruggiero,First Auto Group Toyota,39.114,184.077,2,2,0.273
40,230,6,76,Kole Raz*,Cyclum Nextgen Travel Centers Ford,39.219,183.584,1,1,0.378
40,186,7,20,Lawless Alan,AUTOChargeIt Toyota,39.238,183.496,1,1,0.397
40,109,8,73,Andy Jankowiak,KLAS Motorsports Toyota,39.276,183.318,3,3,0.435
40,114,9,6,Lavar Scott,Max Siegel Inc Chevrolet,39.326,183.085,2,2,0.485
40,105,10,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,39.717,181.283,2,2,0.876
40,157,11,23,Tyler Reif,Vegas Fastener/Sigma Performance Chevrolet,39.776,181.014,1,2,0.935
40,286,12,2,Eloy Falcon*,Max Siegel Inc Chevrolet,39.8,180.905,2,2,0.959
40,288,13,68,Regina Sirvent*,Por Amor A Puebla Ford,39.993,180.032,2,2,1.152
40,287,14,11,Morgen Baird,Founders Brewing Company/Rave Associates Ford,41.225,174.651,2,2,2.384
40,278,15,10,Tony Cosentino,Freedom Pool Serice Toyota,41.453,173.691,2,2,2.612
40,210,16,65,Jeffery MacZink,Syncon Perf Flooring/Parway Svcs/Innovative Fluids Toyota,41.57,173.202,3,3,2.729
40,120,17,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,41.857,172.014,3,3,3.016
40,134,18,93,Caleb Costner,Fischer Insurance/Auto-Owners Insurance Chevrolet,42.104,171.005,3,3,3.263
40,202,19,9,Matt Kemp,ELHDetailing.com Toyota,42.229,170.499,1,1,3.388
40,122,20,67,Ryan Roulette,VFW Ford,42.734,168.484,2,2,3.893
40,184,21,12,Mike Basham,Double H Ranch/Fast Track Racing Ford,46.108,156.155,1,1,7.267
40,141,22,6,Brayton Laster,Peterson Motorsports Ford,46.141,156.043,1,1,7.3
40,107,23,3,Alex Clubb,Race Parts Liquidators/Drop the Hammer Auctions Ford,47.434,151.79,3,3,8.593
40,290,24,86,Jeff Maconi*,Maconi Setup Shop/Chasity Tucker Realty/4k mtrspt Ford,48.848,147.396,1,1,10.007
40,121,25,48,Brad Smith,Gary’s Speed Shop Ford,50.206,143.409,1,1,11.365
41,273,1,70,Treyten Lapcevich,Nitro Motorsports Toyota,16.835,93.662,1,2,0
41,114,2,6,Lavar Scott,Max Siegel Inc Chevrolet,16.89,93.357,1,2,0.055
41,261,3,28,Brenden Queen,BRC Chevrolet,16.929,93.142,1,2,0.094
41,291,4,18,Max Reaves,Cook Out Toyota,16.944,93.059,1,2,0.109
41,155,5,55,Isabella Robusto,Yahoo Toyota,17.062,92.416,2,2,0.227
41,192,6,25,Mason Mitchell,Pro-Seed USA Toyotal,17.07,92.373,1,2,0.235
41,186,7,20,Lawless Alan,AUTOChargeit Toyota,17.113,92.14,2,2,0.278
41,105,8,97,Jason Kitzmiller,A.L.L. Construction Chevrolet,17.232,91.504,1,2,0.397
41,278,9,11,Tony Cosentino,Universal Technical Institute Ford,17.26,91.356,1,2,0.425
41,202,10,10,Matt Kemp,ELHDetailing.com/CIS Agency Ford,17.377,90.741,1,2,0.542
41,127,11,3,Willie Mullins,DP Customer Truck & Chrome Toyota,17.625,89.464,2,2,0.79
41,146,12,85,Becca Monopoli,Orlando Health Ford,18.01,87.551,2,2,1.175
41,107,13,3,Alex Clubb,Racin’ with Mason Ford,18.341,85.971,2,2,1.506
41,133,14,67,Mandy Chick,Maples Motorsports Chevrolet,18.459,85.422,1,2,1.624
41,120,15,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,19.004,82.972,1,2,2.169
41,141,16,6,Brayton Laster,Peterson Motorsports Ford,19.138,82.391,2,2,2.303
41,201,17,31,Tim Goulet,RochelleBradley.com Toyota,19.39,81.32,2,2,2.555
41,198,18,86,Chris Golden,Clubb Racing Toyota,19.41,81.236,2,2,2.575
41,293,19,5,Michael Clayton,City Garage Ford,19.713,79.988,2,2,2.878
41,294,20,12,Trevor Ward,Double H Ranch Ford,20.275,77.771,2,2,3.44
41,148,21,98,Dale Shearer,Shearer Speed Toyota,21.155,74.536,1,2,4.32
41,292,22,9,Don Thompson,FastTrackRacing.com Toyota,21.352,73.848,2,2,4.517
41,295,23,1,Jeff Smith,Gary’s Speed Shope Fprd,21.453,73.5,2,2,4.618
41,121,24,48,Brad Smith,Gary’s Speed Shop Ford,22.715,69.417,2,2,5.88
42,261,1,28,Brenden Queen,BRC Chevrolet,14.716,91.737,2,2,0
42,291,2,18,Max Reaves,Cook Out Toyota,14.74,91.588,2,2,0.024
42,186,3,20,Lawless Alan,AUTOParkit Toyota,14.779,91.346,2,2,0.063
42,296,4,25,Ty Fredrickson,Venturini Motorsports Toyota,14.786,91.303,1,2,0.07
42,155,5,55,Isabella Robusto,YAHOO! Toyota,14.802,91.204,1,2,0.086
42,105,6,97,Jason Kitzmiller,A.L.L Construction/Carter Cat Chevrolet,14.824,91.069,2,2,0.108
42,114,7,6,Lavar Scott,Max Siegel Inc. Chevrolet,14.835,91.001,1,2,0.119
42,211,8,70,Taylor Reimer,BuzzBallz Toyota,14.921,90.477,2,2,0.205
42,127,9,3,Willie Mullins,CW Metals/Crow Wing Recycling Toyota,15.111,89.339,2,2,0.395
42,146,10,85,Becca Monopoli,Orlando Health Ford,15.254,88.501,2,2,0.538
42,125,11,11,Bryce Haugeberg,NDSU/Brenco Ford,15.4,87.662,2,2,0.684
42,298,12,10,Tony Musolino,AGNT Media/Eastern Atlantic States Carpenters Toyota,15.534,86.906,1,2,0.818
42,107,13,3,Alex Clubb,Race Parts Liquidators/Drop the Hammer Auctions Ford,15.589,86.6,2,2,0.873
42,141,14,6,Brayton Laster,Peterson Motorsports Ford,15.606,86.505,2,2,0.89
42,202,15,9,Matt Kemp,ELHDetailing.com Ford,15.764,85.638,2,2,1.048
42,294,16,12,Trevor Ward,FastTrackRacing.com Toyota,15.879,85.018,2,2,1.163
42,120,17,99,Michael Maples,Don Ray Petroleaum LLC/ Maples Motorsports Chevrolet,15.987,84.444,1,2,1.271
42,299,18,7,Kadence Davenport,Davenport Concrete Chevrolet,15.996,84.396,2,2,1.28
42,300,19,67,Casey Budd,Maples Motorsports Chevrolet,16.523,81.704,1,2,1.807
42,293,20,5,Michael Clayton,City Garage Ford,16.552,81.561,1,2,1.836
42,148,21,98,Dale Shearer,Shearer Speed Toyota,16.639,81.135,1,2,1.923
42,208,22,86,Brian Clubb,CRI Ford,16.675,80.96,2,2,1.959
42,297,23,31,Quinn Davis,BullSnot! Toyota,17.138,78.772,1,1,2.422
42,121,24,48,Brad Smith,Gary’s Speed Shop Ford,18.22,74.094,1,1,3.504
43,101,1,70,Thomas Annunziata,Nitro Motorsports Toyota,54.193,98.182,2,3,0
43,182,2,18,Brent Crews,Mobil 1 Toyota,54.32,97.953,1,4,0.127
43,186,3,20,Lawless Alan,AUTOParkIt Toyota,54.423,97.767,2,2,0.23
43,301,4,25,Alon Day,JSSI Toyota,54.555,97.531,1,2,0.362
43,261,5,28,Brenden Queen*,BRC Chevrolet,55.063,96.631,1,3,0.87
43,217,6,29,Ryan Gemmell*,TC3 Turf/Multibuilding Inc Toyota,55.106,96.556,4,6,0.913
43,132,7,4,Dale Quarterley,Van Dyk Recycling Solutions Chevrolet,55.297,96.222,3,4,1.104
43,155,8,55,Isabella Robusto*,Yahoo Toyota,55.372,96.092,2,2,1.179
43,114,9,6,Lavar Scott,Max Siegel Inc Chevrolet,55.65,95.612,2,3,1.457
43,304,10,73,Glen Reen*,New Wave Home Chevrolet,55.665,95.586,2,5,1.472
43,302,11,3,Jeff Anton,Squid Decals/Deer Park Recycling Chevrolet,55.955,95.091,3,4,1.762
43,105,12,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,56.396,94.347,4,5,2.203
43,139,13,10,Ed Pompa,HYTORC of New York/Double H Ranch Toyota,61.6,86.354,3,3,7.423
43,303,14,34,Corey Aiken*,Connors Brothers Industries LLC. Ford,62.1,85.738,3,5,7.866
43,184,15,11,Mike Basham,Universal Technical Institute Toyota,62.3,85.434,1,1,8.087
43,141,16,6,Brayton Laster*,Peterson Motorsports Chevrolet,63.2,84.185,1,2,9.011
43,120,17,99,Michael Maples,Don Ray Petroleum/Maples Motorsports Chevrolet,63.4,83.939,3,3,9.196
43,294,18,12,Trevor Ward*,FastTrackRacing.com Toyota,65.4,81.308,1,1,11.247
43,201,19,31,Tim Goulet*,Risemotorsports.com Toyota,66.4,80.133,9,11,12.207
43,107,20,3,Alex Clubb,Race Parts Liquidators/Drop the Hammer Auctions Ford,66.7,79.789,2,2,12.493
43,214,21,67,Austin Vaughn*,Maples Motorsports Chevrolet,69.1,77.014,3,3,14.896
43,290,22,86,Jeff Maconi*,Race Part Liquidators/Drop the Hammer Auctions Ford,69.5,76.51,1,3,15.351
43,196,23,9,Nate Moeller,FastTrackRacing.com Ford,72.3,73.573,1,1,18.127
43,121,24,48,Brad Smith,Gary’s Speed Shop Ford,75.2,70.722,1,2,21.042
44,261,1,28,Brenden Queen*,BRC,22.77,158.103,1,2,0
44,182,2,18,Brent Crews*,JBL,22.805,157.86,1,2,0.035
44,186,3,20,Lawless Alan,AUTOParkIt,22.826,157.715,1,2,0.056
44,110,4,25,Jake Finch,Phoenix,23.019,156.393,1,2,0.249
44,114,5,6,Lavar Scott,Max Siegel Inc,23.194,155.213,1,2,0.424
44,305,6,70,Camden Murphy*,Dreamer,23.202,155.159,2,2,0.432
44,155,7,55,Isabella Robusto*,Mobil 1,23.316,154.4,2,2,0.546
44,306,8,79,Isaac Kitzmiller*,A.L.L Construction/Carter Cat,23.531,152.99,2,4,0.761
44,205,9,56,Timmy Hill,Hill Motorsports,23.635,152.316,2,2,0.865
44,197,10,40,Andrew Patterson*,Win Supply/SCS Gear Box,23.796,151.286,2,2,1.026
44,105,11,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat,23.938,150.389,3,3,1.168
44,122,12,67,Ryan Roulette,VFW,24.492,146.987,3,3,1.722
44,180,13,11,Zachary Tinkle,Racing for Rescues/Fast Track Racing,24.554,146.616,4,4,1.784
44,229,14,9,Blaine Donahue*,Vatland Automotive/Universal Tech Institute,25.022,143.873,2,2,2.252
44,278,15,10,Tony Cosentino,Double H Ranch,25.183,142.954,2,2,2.413
44,120,16,99,Michael Maples,Don Ray Petroleum/Maples Motorsports,25.345,142.04,3,3,2.575
44,214,17,34,Austin Vaughn*,Safford Trading Company,25.484,141.265,3,5,2.714
44,202,18,1,Matt Kemp*,ECHDetailing.com,25.747,139.822,1,1,2.977
44,144,19,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing,26.115,137.852,2,3,3.345
44,141,20,6,Brayton Laster*,PeerlessPump.com,26.121,137.82,3,3,3.351
44,107,21,3,Alex Clubb,Race Parts Liquidators,28.506,126.289,3,3,5.736
44,121,22,48,Brad Smith,Gary’s Speed Shop,28.509,126.276,1,4,5.739
44,303,23,86,Corey Aiken*,Clubb Racing,29.237,123.132,2,3,6.467
46,182,1,18,Brent Crews*,JBL Toyota,22.901,137.549,1,2,0
46,261,2,28,Brenden Queen*,Pinnacle Racing Group Chevrolet,23.016,136.861,2,3,0.115
46,186,3,20,Lawless Alan,AUTOParkIt Toyota,23.305,135.164,1,3,0.404
46,114,4,6,Lavar Scott,Max Siegel Inc Chevrolet,23.51,133.986,1,2,0.609
46,307,5,70,Sam Corry*,Nitro Motorsports Toyota,23.584,133.565,1,2,0.683
46,155,6,55,Isabella Robusto*,Mobil 1 Toyota,23.608,133.429,1,2,0.707
46,137,7,15,Kris Wright,Warranty Solutions Toyota,23.612,133.407,2,3,0.711
46,192,8,25,Mason Mitchell,Pro-Seed Toyota,23.615,133.39,3,3,0.714
46,286,9,2,Eloy Falcon*,Max Siegel Inc Chevrolet,23.884,131.887,1,2,0.983
46,157,10,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,24.062,130.912,1,3,1.161
46,306,11,79,Isaac Kitzmiller*,A.L.L. Construction/Carter Cat Chevrolet,24.094,130.738,3,4,1.193
46,105,12,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,24.215,130.085,2,5,1.314
46,180,13,11,Zachary Tinkle,Racing For Rescues/Fast Track Racing Toyota,24.387,129.167,3,3,1.486
46,104,14,27,Tim Richmond,Immigration Law Toyota,24.478,128.687,3,3,1.577
46,278,15,10,Tony Cosentino,Diebold Pool Service Ford,24.668,127.696,3,3,1.767
46,288,16,68,Regina Sirvent*,Por Amor a Puebla/Cano/RX Ford,25.092,125.538,2,2,2.191
46,144,17,12,Takuma Koga,Macnica Yit Ikedo/CKB/Fast Track Racing Toyota,25.326,124.378,3,3,2.425
46,120,18,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,25.425,123.894,3,3,2.524
46,299,19,7,Kadence Davenport*,Davenport Concrete Chevrolet,25.455,123.748,1,6,2.554
46,214,20,67,Austin Vaughn*,Maples Motorsports Chevrolet,25.622,122.941,2,3,2.721
46,297,21,31,Quinn Davis*,BullSnot! Toyota,25.667,122.726,4,4,2.766
46,141,22,6,Brayton Laster*,@Cyber_Fox_on X Ford,26.629,118.292,2,2,3.728
46,107,23,3,Alex Clubb,Race Parts Liquidators/Drop The Hammer Auctions Ford,26.674,118.093,3,3,3.773
46,121,24,48,Brad Smith,Gary’s Speed Shop Ford,27.454,114.737,1,2,4.553
46,184,25,9,Mike Basham,In Memory Of Ron Hutcherson Toyota,27.583,114.201,1,1,4.682
46,294,26,1,Trevor Ward*,Universal Technical Institute Toyota,27.659,113.887,1,1,4.758
46,310,27,86,Colby Evans*,Race Parts Liquidators/Drop The Hammer Auctions Ford,29.794,105.726,3,3,6.893
47,182,1,18,Brent Crews*,JBL Toyota,73.1,120.648,2,2,0
47,301,2,25,Alon Day*,JSSI Toyota,73.6,119.778,1,2,0.531
47,186,3,20,Lawless Alan,AUTOParkIt Toyota,74,119.217,2,2,0.878
47,311,4,77,Tristan McKee*,Gainbridge Chevrolet,74.1,119.08,3,3,0.963
47,157,5,23,Tyler Reif,Vegas Fastener/Sigma Performance Services Chevrolet,74.3,118.716,1,3,1.19
47,155,6,55,Isabella Robusto*,Mobil 1 Toyota,74.4,118.617,2,2,1.252
47,261,7,28,Brenden Queen*,Pinnacle Racing Group Chevrolet,74.6,118.294,2,3,1.455
47,114,8,6,Lavar Scott,Max Siegel Inc Chevrolet,74.8,117.866,1,2,1.726
47,137,9,15,Kris Wright,VMS Toyota,74.8,117.84,1,2,1.742
47,269,10,70,Thad Moffitt,LEER Toyota,75.2,117.286,1,1,2.096
47,109,11,73,Andy Jankowiak,KLAS Motorsports Chevrolet,75.3,117.145,1,2,2.186
47,217,12,29,Ryan Gemmell*,Multibuilding Inc/TC3 Turf Toyota,75.4,117.041,3,4,2.253
47,132,13,4,Dale Quarterley,Van Dyk Recycling Solutions Chevrolet,75.5,116.891,2,3,2.35
47,304,14,71,Glen Reen*,New Wave Home Chevrolet,75.9,116.242,1,1,2.771
47,313,15,11,Matt Wilson*,Jasons Pro Detail/K1Speed Rogers Toyota,78.8,111.888,1,2,5.724
47,312,16,12,Trent Curtis*,Midas of Geneva Chevrolet,79,111.64,2,2,5.899
47,220,17,72,Chris Werth*,Kim’s Quliting Corner Chevrolet,80.1,110.121,2,2,6.989
47,139,18,10,Ed Pompa,HY-TORC of NY/Double H Ranch Toyota,82,107.515,2,2,8.93
47,175,19,86,Casey Carden,Clubb Racing Ford,83.8,105.239,3,3,10.704
47,294,20,9,Trevor Ward*,FastTrackRacing.com Toyota,87.7,100.607,1,1,14.563
47,120,21,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,88.2,100.031,2,3,15.068
47,141,22,6,Brayton Laster*,OC-Cages.com Chevrolet,89.1,98.935,2,2,16.044
47,314,23,67,Shane Backes*,International Brotherhood of Boilermakers Chevrolet,89.2,98.865,1,1,16.108
47,107,24,3,Alex Clubb,Race Parts Liquidators Ford,90.4,97.581,2,2,17.281
47,121,25,48,Brad Smith,Gary’s Speed Shop Ford,101.3,87.111,1,1,28.145
49,291,1,18,Max Reaves*,Cook Out Toyota,18.453,97.545,2,2,0
49,261,2,28,Brenden Queen*,BRC Chevrolet,18.624,96.649,2,2,0.171
49,155,3,55,Isabella Robusto*,Mobil 1 Toyota,18.715,96.18,2,2,0.262
49,311,4,82,Tristan McKee*,Gainbridge Chevrolet,18.72,96.154,2,2,0.267
49,114,5,6,Lavar Scott,Max Siegel Inc Chevrolet,18.725,96.128,2,2,0.272
49,186,6,20,Lawless Alan,AUTOParkIt Toyota,18.751,95.995,2,2,0.298
49,192,7,25,Mason Mitchell,Detour Sunglasses Toyota,18.84,95.541,2,2,0.387
49,316,8,70,Julian DaCosta*,Nitro Motorsports Toyta,18.847,95.506,2,2,0.394
49,105,9,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,18.979,94.842,2,2,0.526
49,278,10,10,Tony Cosentino,Diebold Pool Service Ford,19.118,94.152,2,2,0.665
49,317,11,17,Kaylee Bryson*,LSI/MMI Chevrolet,19.17,93.897,2,2,0.717
49,127,12,3,Willie Mullins,CW Companies Ford,19.459,92.502,1,2,1.006
49,202,13,12,Matt Kemp*,Double H Ranch Ford,20,90,2,2,1.547
49,120,14,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,20.059,89.735,2,2,1.606
49,297,15,31,Quinn Davis*,RiseMotorsports.com Toyota,20.275,88.779,2,2,1.822
49,107,16,3,Alex Clubb,Race Parts Liquidators Ford,20.339,88.5,2,2,1.886
49,294,17,9,Trevor Ward*,FastTrackRacing.com Toyota,20.471,87.929,2,2,2.018
49,141,18,6,Brayton Laster*,Big Fish Septic Plumbing & Excavating Chevrolet,20.829,86.418,2,2,2.376
49,318,19,11,Dustin Hillenburg*,Fast Track Racing Ford,20.839,86.377,2,2,2.386
49,121,20,48,Brad Smith,Gary’s Speed Shop Ford,21.014,85.657,1,2,2.561
49,314,21,67,Shane Backes*,International Brotherhood of Boilermakers Chevrolet,22.107,81.422,1,1,3.654
49,290,22,86,Jeff Maconi*,Maconi Setup Shop Ford,22.547,79.833,2,2,4.094
50,186,1,20,Lawless Alan,AUTODockIt Toyota,34.072,105.659,1,1,0
50,182,2,70,Brent Crews*,Nitro Kart Toyota,34.176,105.337,1,1,0.104
50,291,3,18,Max Reaves*,Cook Out Toyota,34.267,105.057,1,1,0.195
50,114,4,6,Lavar Scott,Max Siegel Inc Chevrolet,34.432,104.554,1,1,0.36
50,261,5,28,Brenden Queen*,BRC Chevrolet,34.479,104.411,1,1,0.407
50,212,6,16,Kelly Kovski,Brandt/Schluckebeier Farms/Allgaier Performance Chevrolet,34.626,103.968,1,1,0.554
50,320,7,25,Jade Avedisian*,Yahoo Toyota,34.77,103.538,1,1,0.698
50,155,8,55,Isabella Robusto*,Mobil 1 Toyota,35.006,102.84,1,1,0.934
50,279,9,67,Ryan Vargas,Maples Motorsports Chevrolet,35.073,102.643,1,1,1.001
50,278,10,12,Tony Cosentino,FastTrackRacing.com Toyota,35.497,101.417,1,1,1.425
50,319,11,31,Chase Howard*,2 Fellas Moving Company Toyota,35.987,100.036,1,1,1.915
50,213,12,11,Tim Monroe,Mark Rumbold Farms Chevrolet,36.236,99.349,1,1,2.164
50,105,13,97,Jason Kitzmiller,A.L.L. Construction/Carter Cat Chevrolet,36.336,99.075,1,1,2.264
50,120,14,99,Michael Maples,DonRay Petroleum/Maples Motorsports Chevrolet,36.547,98.503,1,1,2.475
50,121,15,48,Brad Smith,Gary’s Speed Shop Ford,37.165,96.865,1,1,3.093
50,141,16,6,Brayton Laster*,Fixed Just Right BBQ/Rubber Down Rewind Ford,37.187,96.808,1,1,3.115
50,294,17,9,Trevor Ward*,Fast Track Racing Toyota,37.352,96.38,1,1,3.28
